"distn","param1","param2","code","message","aic","aicc","n","plotType","piHat","rep","AC","nHat"
"weibull",1.41573348055909,38.4404395013794,0,"relative convergence (4)",134.789701394092,135.456368060758,21,"RP",0.7,11,0.112356341348421,267.007626271568
"norm",35.815908552018,21.1186907874378,0,"relative convergence (4)",85.9138195296626,87.2471528629959,12,"RP",0.9,11,0.0672255799083407,198.337200683323
"llog",0.47206833233771,3.25191814399657,0,"relative convergence (4)",139.59718832605,140.520265249127,16,"FULL",0.4,12,0.946172703275688,42.2755801995961
"gamma",1.84181073114138,0.0298930868735272,0,"relative convergence (4)",85.8227061763108,87.8227061763108,9,"FULL",0.6,12,0.829617704511931,18.0806170341128
"gamma",1.90922743366341,0.0404481587238824,0,"relative convergence (4)",114.516783576675,115.439860499752,16,"RP",0.7,12,0.0663014579381824,344.745704965556
"gamma",1.03826717663319,0.000784983482178048,0,"relative convergence (4)",30.4495626672073,42.4495626672073,4,"RP",0.9,12,0.00572607416365676,776.176542150504
"norm",42.4666638553439,18.8956241225811,0,"relative convergence (4)",90.0287054846272,91.7429911989129,10,"FULL",0.4,13,0.986529652983249,25.3413568709267
"weibull",4.09854307226805,51.0914802118743,0,"relative convergence (4)",67.5494109603334,69.9494109603334,8,"FULL",0.6,13,0.999999845026014,13.3333353996535
"llog",0.750899190060091,5.18859529558999,0,"relative convergence (4)",161.906741316039,162.538320263407,22,"RP",0.7,13,0.0199028280146092,1579.10078937033
"llog",0.583268275625674,4.19891106267867,0,"relative convergence (4)",134.903443022707,135.76058587985,17,"RP",0.9,13,0.0372442368465109,507.16273142427
"norm",40.0300554901891,30.7165488957749,0,"relative convergence (4)",121.556554372302,122.756554372302,13,"FULL",0.4,14,0.878300752504903,37.0032701296343
"llog",0.203128899496878,4.00384734345668,0,"relative convergence (4)",79.7753491496562,81.7753491496562,9,"FULL",0.6,14,0.950748126976244,15.7770492251254
"norm",29.0926793239112,21.2625604359475,0,"relative convergence (4)",173.284567225455,173.80630635589,26,"RP",0.7,14,0.0896839559781512,414.152751601478
"norm",35.7626055822259,19.1464291745678,0,"relative convergence (4)",110.489453608073,111.489453608073,15,"RP",0.9,14,0.0629053792585497,264.948194623617
"llog",0.590456816676888,3.44530990148205,0,"relative convergence (4)",100.348913475669,101.848913475669,11,"FULL",0.4,15,0.877002300667675,31.3568162581373
"norm",35.7746678581689,25.1526090579603,0,"relative convergence (4)",83.6256231739355,85.6256231739355,9,"FULL",0.6,15,0.917197613225897,16.3541637960037
"llog",0.949268524657068,10.350127905845,0,"relative convergence (4)",116.382774247409,117.239917104552,17,"RP",0.7,15,0.000188544484253688,128806.283471213
"norm",19.4619185011134,10.9164986569601,0,"relative convergence (4)",92.3348473572103,93.4257564481194,14,"RP",0.9,15,0.126924738466814,122.557318167118
"norm",52.547178447191,24.5757741682305,0,"relative convergence (4)",120.194099698834,121.394099698834,13,"FULL",0.4,16,0.956999447238178,33.9603121964096
"llog",0.231634108586313,3.54560597774066,0,"relative convergence (4)",61.2704019829707,64.2704019829707,7,"FULL",0.6,16,0.989791779985079,11.786990862707
"llog",0.724687069762354,4.53482699795623,0,"relative convergence (4)",124.866142878961,125.666142878961,18,"RP",0.7,16,0.039403500009588,652.588874288545
"norm",52.1062845789101,25.2249251936863,0,"relative convergence (4)",82.8373433165764,84.5516290308621,10,"RP",0.9,16,0.0380359367084582,292.121400776237
"weibull",1.47480022802771,29.9522004351136,0,"relative convergence (4)",95.9742229662837,97.4742229662837,11,"FULL",0.4,17,0.997308986354022,27.5742025553534
"llog",0.444337067024402,3.76261742495838,0,"relative convergence (4)",75.2769891798033,77.6769891798033,8,"FULL",0.6,17,0.869461043858066,15.3351704800588
"llog",0.675787281974616,4.48095433583934,0,"relative convergence (4)",149.624569847237,150.330452200178,20,"RP",0.7,17,0.0357475170437425,799.256310206584
"weibull",2.42946298621628,23.1621521566312,0,"relative convergence (4)",45.8569820596737,48.8569820596737,7,"RP",0.9,17,0.0985961957114021,78.8851711940679
"llog",0.475127105504355,3.89765169215133,0,"relative convergence (4)",111.89357333983,113.226906673164,12,"FULL",0.4,18,0.81594527347644,36.7671717395716
"norm",41.5076918448238,25.7321874697479,0,"relative convergence (4)",57.631103648169,61.631103648169,6,"FULL",0.6,18,0.935125286509778,10.6937542426252
"norm",41.1947538033152,24.8711538710961,0,"relative convergence (4)",157.863661184985,158.530327851652,21,"RP",0.7,18,0.0589021541530478,509.319233419712
"norm",29.7116616430757,24.8190593984567,0,"relative convergence (4)",57.6038013639551,60.0038013639551,8,"RP",0.9,18,0.0877918677792589,101.249570304608
"gamma",2.01863079805111,0.0290912008783066,0,"relative convergence (4)",167.82806042095,168.62806042095,18,"FULL",0.4,19,0.78299686186064,57.4714947044184
"gamma",2.38927422186275,0.0487115109127155,0,"relative convergence (4)",102.491016685299,103.991016685299,11,"FULL",0.6,19,0.926799800155013,19.7813306932813
"gamma",1.80709250341327,0.0467786600312819,0,"relative convergence (4)",172.470538150623,173.015992696078,25,"RP",0.7,19,0.0917434752682546,389.284203697957
"llog",0.650556138108915,4.90821071467087,0,"relative convergence (4)",77.3211162426681,79.0354019569538,10,"RP",0.9,19,0.018833378490873,589.96908687922
"norm",45.848697817063,21.6507908930634,0,"relative convergence (4)",136.061514487962,137.061514487962,15,"FULL",0.4,20,0.976707445380204,38.3943013615529
"weibull",3.51113292124295,39.752503561083,0,"relative convergence (4)",65.8263062136939,68.2263062136939,8,"FULL",0.6,20,0.999999999991648,13.3333333334447
"norm",85.0354885800391,62.2601958882731,0,"X-convergence (3)",120.631996845249,121.489139702392,17,"RP",0.7,20,0.0285871228903971,849.533350341886
"norm",17.962715189652,13.3307487007265,0,"relative convergence (4)",38.2894922520481,42.2894922520481,6,"RP",0.9,20,0.147383630619877,45.2334267966362
"norm",43.2270324956603,21.7872906102608,0,"relative convergence (4)",153.49150561296,154.348648470103,17,"FULL",0.4,21,0.971791544968903,43.7336589518897
"llog",0.364474201721277,3.64426290409437,0,"relative convergence (4)",99.6055736068384,101.105573606838,11,"FULL",0.6,21,0.933169080581609,19.6463146013227
"llog",0.658946420250736,3.87859912515656,0,"relative convergence (4)",104.308185821994,105.308185821994,15,"RP",0.7,21,0.0700256922530228,306.010133411375
"gamma",1.36391508677348,0.0159989325124685,0,"relative convergence (4)",92.3874428300477,93.5874428300477,13,"RP",0.9,21,0.0545700025451347,264.69568940367
"norm",53.5263786774062,23.380044908905,0,"relative convergence (4)",83.9987640079938,85.9987640079938,9,"FULL",0.4,22,0.965552245879498,23.3027265961204
"norm",50.8299834796984,34.8554537599692,0,"relative convergence (4)",67.906621981714,70.906621981714,7,"FULL",0.6,22,0.848453186390705,13.7505131146909
"gamma",1.04993294618368,0.00134057869960738,0,"relative convergence (4)",112.210403204615,113.067546061758,17,"RP",0.7,22,0.00940727431132646,2581.58883030274
"gamma",2.2073484967686,0.0941732497033425,0,"relative convergence (4)",51.776895326371,54.176895326371,8,"RP",0.9,22,0.139406456097292,63.7623904784245
"weibull",3.03081724679943,49.3865949052055,0,"relative convergence (4)",121.024519482814,122.115428573723,14,"FULL",0.4,23,0.999793307355219,35.0072357381412
"llog",0.217714357828366,3.80428916123195,0,"relative convergence (4)",96.6834426794395,98.1834426794395,11,"FULL",0.6,23,0.975363620788382,18.7964087880524
"gamma",1.58525348531202,0.0319155325655971,0,"relative convergence (4)",124.985179123831,125.735179123831,19,"RP",0.7,23,0.0805700259899629,336.885297098433
"norm",37.2751101553621,26.9045727172933,0,"relative convergence (4)",101.87454218544,102.87454218544,15,"RP",0.9,23,0.069714289530168,239.071025165571
"gamma",2.66592998930096,0.0576372908951493,0,"relative convergence (4)",101.726326293032,103.226326293032,11,"FULL",0.4,24,0.948972481835586,28.9787117396777
"weibull",1.64700508941448,94.6038052888742,0,"relative convergence (4)",67.8989865518888,70.8989865518888,7,"FULL",0.6,24,0.665683513721126,17.5258458805007
"gamma",1.38673521456346,0.029977022005867,0,"relative convergence (4)",105.012766983592,105.869909840735,17,"RP",0.7,24,0.104697972082001,231.959739073967
"weibull",1.93134860215174,41.9553310893494,0,"relative convergence (4)",93.9293426254117,95.262675958745,12,"RP",0.9,24,0.0613239359704175,217.424617685422
"gamma",6.48047558482141,0.156402897036494,0,"relative convergence (4)",111.576382944747,112.776382944747,13,"FULL",0.4,25,0.996994669030877,32.5979676818046
"norm",37.4604409736223,20.1820220243579,0,"relative convergence (4)",73.0646014598565,75.4646014598565,8,"FULL",0.6,25,0.96731081930723,13.7839183302865
"llog",0.776553297299756,5.15506601972912,0,"relative convergence (4)",149.68180586443,150.348472531097,21,"RP",0.7,25,0.0228773382233913,1311.34136790993
"norm",23.3247815691678,29.515240391591,0,"X-convergence (3)",94.6955893611376,95.6955893611376,15,"RP",0.9,25,0.094875471755364,175.668867393267
"norm",34.0933275505617,37.7521629589415,0,"relative convergence (4)",122.162501806709,123.362501806709,13,"FULL",0.4,26,0.776333732409352,41.8634391927505
NA,NA,NA,1,"function evaluation limit reached without convergence (9)",77.4726996547382,79.8726996547383,8,"FULL",0.6,26,NA,NA
NA,NA,NA,1,"false convergence (8)",118.630435137627,119.380435137627,19,"RP",0.7,26,NA,NA
NA,NA,NA,1,"false convergence (8)",61.0009843621261,62.7152700764118,10,"RP",0.9,26,NA,NA
"norm",24.1399295263721,30.0654113984079,0,"relative convergence (4)",136.093343335838,137.093343335838,15,"FULL",0.4,27,0.783172531576648,47.8821696216882
"norm",-22.4267580000201,69.3495327883364,0,"relative convergence (4)",58.290364503987,62.290364503987,6,"FULL",0.6,27,0.334449172052771,29.8999095695837
"weibull",1.89549319681264,42.0746445730209,0,"relative convergence (4)",119.149974333938,120.073051257015,16,"RP",0.7,27,0.0629618541601905,363.03160321468
"gamma",1.63030965955533,0.0460353534081205,0,"relative convergence (4)",66.0920523299231,67.8063380442088,10,"RP",0.9,27,0.115332110479783,96.3401351530702
"llog",0.448824311152065,3.30328814491507,0,"relative convergence (4)",131.277195204072,132.277195204072,15,"FULL",0.4,28,0.947878537696693,39.5620309023174
"norm",23.3221802616829,37.8078461288308,0,"relative convergence (4)",57.9147325663845,61.9147325663845,6,"FULL",0.6,28,0.710061355699488,14.0832900139297
"llog",0.520272634304276,4.26563070259198,0,"relative convergence (4)",186.269068890338,186.900647837707,22,"RP",0.7,28,0.0272258744424063,1154.36407726979
"weibull",1.25592735672292,48.0514978320083,0,"relative convergence (4)",64.5006509802863,66.214936694572,10,"RP",0.9,28,0.1070930722737,103.751912940869
"weibull",2.75657153109428,52.8855788146967,0,"relative convergence (4)",115.862612407143,117.062612407143,13,"FULL",0.4,29,0.996940470881115,32.5997398533494
NA,NA,NA,1,"false convergence (8)",86.7912168702094,88.7912168702094,9,"FULL",0.6,29,NA,NA
"norm",67.8738893570375,60.838132856032,0,"relative convergence (4)",188.179182806547,188.700921936981,26,"RP",0.7,29,0.0372898821843678,996.057240385376
"norm",34.7907274592947,19.2914287389626,0,"relative convergence (4)",61.3641440442341,63.7641440442341,8,"RP",0.9,29,0.0665567076158304,133.553614764061
"norm",44.6393398807065,21.6334030821075,0,"relative convergence (4)",127.145476307347,128.236385398256,14,"FULL",0.4,30,0.975216679684277,35.8894599827098
"gamma",7.96002581935941,0.165384511903292,0,"relative convergence (4)",87.5472470117818,89.2615327260675,10,"FULL",0.6,30,0.993030765880082,16.783635753617
"gamma",1.31840759213575,0.0334762042290503,0,"relative convergence (4)",149.489492322348,150.060920893777,24,"RP",0.7,30,0.131956746498949,259.825398817235
"llog",0.5534098667665,3.94474544720779,0,"relative convergence (4)",61.9222457926542,64.3222457926542,8,"RP",0.9,30,0.0469907873198358,189.16237407107
"norm",33.2721060719702,25.1074542885704,0,"relative convergence (4)",162.469138576755,163.269138576755,18,"FULL",0.4,31,0.903511775075956,49.8056596951567
"llog",0.851794759452443,3.94741853345857,0,"relative convergence (4)",57.7574388667687,61.7574388667687,6,"FULL",0.6,31,0.683995524486855,14.6199787016182
"norm",28.1505681814797,20.2307537262071,0,"relative convergence (4)",112.304738945769,113.161881802912,17,"RP",0.7,31,0.0925416184020812,262.430187682649
"gamma",1.81656171440164,0.101024736594693,0,"relative convergence (4)",73.5836139438732,74.7836139438732,13,"RP",0.9,31,0.227034562278896,63.6222269396165
"gamma",2.75236956609311,0.0511218129981872,0,"relative convergence (4)",138.505265729732,139.505265729732,15,"FULL",0.4,32,0.909277221463737,41.2415478083056
"norm",42.6394062274218,28.1575537059281,0,"relative convergence (4)",67.0873778781095,70.0873778781095,7,"FULL",0.6,32,0.914208503765283,12.7614943621898
"gamma",2.14535995261888,0.0925301965097299,0,"relative convergence (4)",110.279906127056,111.029906127056,19,"RP",0.7,32,0.145246593197619,186.874311784561
"weibull",2.1330236685169,20.6381936293418,0,"relative convergence (4)",76.6888286689364,78.0221620022697,12,"RP",0.9,32,0.137992645176732,96.6235071170411
"gamma",5.10660600164513,0.141313534289234,0,"relative convergence (4)",86.2098565596549,87.9241422739406,10,"FULL",0.4,33,0.99813466959154,25.0467204092115
NA,NA,NA,1,"false convergence (8)",91.3952658962959,93.1095516105816,10,"FULL",0.6,33,NA,NA
"norm",31.3771083079825,17.9776622362045,0,"relative convergence (4)",114.064030169613,114.98710709269,16,"RP",0.7,33,0.0759646914322177,300.891669882421
"gamma",4.24233308476477,0.942918941062127,0,"relative convergence (4)",29.96729772111,32.96729772111,7,"RP",0.9,33,0.760878349672014,10.2221042051341
"norm",32.1519079126493,27.3258897612185,0,"relative convergence (4)",154.669629475519,155.526772332662,17,"FULL",0.4,34,0.873808890189859,48.6376374481217
"weibull",1.65153639081245,34.2845240430833,0,"relative convergence (4)",71.9791125986886,74.3791125986886,8,"FULL",0.6,34,0.997145089849039,13.3715077866471
"gamma",1.55264601998269,0.0193070280621597,0,"relative convergence (4)",143.605023940287,144.310906293228,20,"RP",0.7,34,0.0465613249078042,613.630059453907
"gamma",2.13277647533136,0.0895166284880702,0,"relative convergence (4)",45.1007007345511,48.1007007345511,7,"RP",0.9,34,0.140965743145754,55.1749496311014
"llog",0.673190619909955,11.3324848551107,0,"X-convergence (3)",116.411740492311,117.611740492311,13,"FULL",0.4,35,4.57085512705876e-05,711026.691867896
"norm",25.3037209327948,19.9906531018862,0,"relative convergence (4)",62.4997513814978,65.4997513814978,7,"FULL",0.6,35,0.897110364408059,13.0047172895664
"weibull",1.67437281257401,11.3296811692448,0,"relative convergence (4)",72.4760311218279,73.566940212737,14,"RP",0.7,35,0.371359699929402,53.8561400275854
"gamma",2.84159766050273,0.141535226159698,0,"relative convergence (4)",91.4438754404955,92.4438754404955,15,"RP",0.9,35,0.137887083288947,120.87184868318
"norm",46.3180961626865,25.4138876661068,0,"relative convergence (4)",93.6155474605102,95.329833174796,10,"FULL",0.4,36,0.948484146358509,26.3578469877244
"norm",39.5438474000799,28.7746729061868,0,"relative convergence (4)",85.001715456382,87.001715456382,9,"FULL",0.6,36,0.897499702094864,16.713097469546
"gamma",1.50266622739325,0.0364999444680534,0,"relative convergence (4)",58.6819265036788,60.6819265036788,9,"RP",0.7,36,0.107306434595275,119.817072532844
"llog",1.00790328667346,10.7288182231003,0,"both X-convergence and relative convergence (5)",93.6057801685444,94.6966892594535,14,"RP",0.9,36,0.000208103076625982,74749.2819796852
"llog",0.336476337252712,3.72381681987341,0,"relative convergence (4)",117.175280605098,118.375280605098,13,"FULL",0.4,37,0.932097343800416,34.8676028487417
"weibull",1.64879396210774,34.4177351418778,0,"relative convergence (4)",72.080675139951,74.480675139951,8,"FULL",0.6,37,0.99698546460329,13.3736486706341
"gamma",1.80571186306754,0.0280592019179346,0,"relative convergence (4)",161.631362159364,162.262941106733,22,"RP",0.7,37,0.0481707895010256,652.440446879167
"weibull",4.10221261117468,11.561853232611,0,"relative convergence (4)",13.959419591259,1.95941959125895,2,"RP",0.9,37,0.208288176278755,10.6689792091136
"norm",38.7703199781176,25.6865567226876,0,"relative convergence (4)",164.333908741084,165.133908741084,18,"FULL",0.4,38,0.925827678560434,48.6051573549522
"norm",33.0988288068403,19.915897304749,0,"relative convergence (4)",55.244168919555,59.244168919555,6,"FULL",0.6,38,0.951345738255185,10.5114256551362
"norm",25.3842482956595,22.2738108343927,0,"relative convergence (4)",84.4528978277506,85.6528978277506,13,"RP",0.7,38,0.101727588252307,182.560393797672
"gamma",1.32711947313893,0.024420421863539,0,"relative convergence (4)",111.06107841286,111.918221270003,17,"RP",0.9,38,0.0935867198914938,201.83300484074
"norm",29.3066980958803,41.175122844823,0,"relative convergence (4)",149.405828776193,150.32890569927,16,"FULL",0.4,39,0.718693175752182,55.6565741119444
"gamma",1.57874803703014,0.0457603771571764,0,"relative convergence (4)",73.6400052334415,76.0400052334415,8,"FULL",0.6,39,0.968878891465559,13.761609888275
"norm",23.2619975115861,20.0247563790308,0,"relative convergence (4)",109.417994841061,110.275137698203,17,"RP",0.7,39,0.11130936892327,218.182121780382
"norm",37.4904922253547,21.9982708818906,0,"both X-convergence and relative convergence (5)",52.5937736884578,55.5937736884578,7,"RP",0.9,39,0.0638939646175606,121.72945949327
"norm",45.0895458257369,25.2665437849197,0,"relative convergence (4)",147.213813157904,148.136890080981,16,"FULL",0.4,40,0.947952419493026,42.1962106720424
"llog",0.353664438889563,3.55899395575252,0,"relative convergence (4)",98.8479334069244,100.347933406924,11,"FULL",0.6,40,0.950645116653598,19.285149644348
"gamma",2.02133636918971,0.0781760077772073,0,"relative convergence (4)",105.849114080476,106.706256937619,17,"RP",0.7,40,0.133703936000562,181.637990714142
"norm",29.4940975780341,13.7015392973248,0,"relative convergence (4)",70.5061703878964,72.5061703878964,9,"RP",0.9,40,0.0681231681448772,146.792938031494
"norm",43.8379584951282,19.4982475917244,0,"relative convergence (4)",81.9052846430437,83.9052846430437,9,"FULL",0.4,41,0.985735461490387,22.8255966017303
"gamma",3.12893282043563,0.0628507669423643,0,"relative convergence (4)",48.4253582940697,54.4253582940697,5,"FULL",0.6,41,0.942162199783331,8.84490307003375
"norm",22.3960383047672,18.9546608330291,0,"relative convergence (4)",115.84922871039,116.64922871039,18,"RP",0.7,41,0.115954152354269,221.762525896632
"norm",23.663023208859,10.043284601462,0,"both X-convergence and relative convergence (5)",72.8335596240274,74.5478453383131,10,"RP",0.9,41,0.07956892194537,139.641342869264
"norm",43.7083057362372,20.6547837993283,0,"relative convergence (4)",91.3376466253576,93.0519323396433,10,"FULL",0.4,42,0.979621742223981,25.5200542438389
"gamma",7.27823879391467,0.156830842898344,0,"relative convergence (4)",62.571431383301,65.571431383301,7,"FULL",0.6,42,0.99359093807342,11.7419213678502
"gamma",1.44349591574493,0.0147988550693804,0,"relative convergence (4)",191.582509116998,192.082509116998,27,"RP",0.7,42,0.0419941602793284,918.49505538072
"norm",28.1562418427903,17.5488363692569,0,"relative convergence (4)",76.6562884336664,78.1562884336664,11,"RP",0.9,42,0.089020266482012,137.297075208059
"gamma",7.8452343157136,0.188615357034672,0,"relative convergence (4)",101.531413527061,102.864746860394,12,"FULL",0.4,43,0.998581523511776,30.0426147426572
"gamma",1.36048076881213,0.0150499740299473,0,"relative convergence (4)",123.216879121099,124.416879121099,13,"FULL",0.6,43,0.657831228768155,32.9365127697561
"weibull",1.28803584887339,105.420019634509,0,"relative convergence (4)",94.2162448123654,95.4162448123654,13,"RP",0.7,43,0.0431736624992448,430.156430943365
"gamma",1.20309440403286,0.0100611266192954,0,"relative convergence (4)",74.7344287206431,76.2344287206431,11,"RP",0.9,43,0.0475275709249917,257.160675042943
"gamma",2.17027408305139,0.0365496743405982,0,"relative convergence (4)",112.682928847741,114.016262181074,12,"FULL",0.4,44,0.855139262504039,35.08200513698
"gamma",5.61105141182476,0.14856710089106,0,"relative convergence (4)",69.8129876208631,72.2129876208631,8,"FULL",0.6,44,0.998000958661964,13.3600406067841
"gamma",2.0855256508542,0.0459093751521803,0,"relative convergence (4)",148.624120570924,149.330002923865,20,"RP",0.7,44,0.0619000939183161,461.573266902174
"llog",0.668953264793062,4.94450569906209,0,"relative convergence (4)",87.8068576413264,89.3068576413264,11,"RP",0.9,44,0.0193780497893575,630.725091280069
"gamma",24.2684579965549,0.661866833499747,0,"relative convergence (4)",44.9480805243986,48.9480805243986,6,"FULL",0.4,45,0.99999999894368,15.0000000158448
"gamma",4.37799512885799,0.0815050046224145,0,"relative convergence (4)",74.3960263279305,76.7960263279305,8,"FULL",0.6,45,0.945348871420132,14.1041405310016
"norm",31.750559276957,18.3507308562794,0,"relative convergence (4)",160.722336664499,161.322336664499,23,"RP",0.7,45,0.0754193682729762,435.659216054664
"norm",-56.6803519806009,49.012986709508,0,"relative convergence (4)",78.8479758972958,79.9388849882049,14,"RP",0.9,45,0.0290628710144883,535.238089444118
"gamma",3.20657162094169,0.0588646506083399,0,"relative convergence (4)",102.178711817237,103.678711817237,11,"FULL",0.4,46,0.91730219105303,29.9792154300111
"gamma",2.84373705352271,0.0267029148222676,0,"relative convergence (4)",75.4412875214158,77.8412875214158,8,"FULL",0.6,46,0.537843934734447,24.7903387437407
"gamma",1.99226106234808,0.0747282209425283,0,"relative convergence (4)",118.60100205603,119.35100205603,19,"RP",0.7,46,0.130506292743798,207.981213566019
"norm",9.96230354883566,5.72435059536613,0,"relative convergence (4)",55.160184776089,56.8744704903747,10,"RP",0.9,46,0.294467571322818,37.732885360508
