"distn","param1","param2","code","message","aic","aicc","KS","n","rep","areaCorFULL","areaCorRP","plotType","piHat","mHat","AC","nHat"
"weibull",1.79695349057921,46.948722544465,0,"relative convergence (4)",44543.9716321644,44543.9946647939,0.0133466762629372,524,1,0.97957793712186,0.0598018951404299,"FULL",0.4,355,0.97957793712186,362.400975508943
"weibull",1.79695349057921,46.948722544465,0,"relative convergence (4)",44543.9716321644,44543.9946647939,0.0133466762629372,524,1,0.97957793712186,0.0598018951404299,"FULL",0.6,138.333333333333,0.97957793712186,141.217281536349
"weibull",1.79695349057921,46.948722544465,0,"relative convergence (4)",44543.9716321644,44543.9946647939,0.0133466762629372,524,1,0.97957793712186,0.0598018951404299,"RP",0.7,260,0.0598018951404299,4347.68830301205
"weibull",1.79695349057921,46.948722544465,0,"relative convergence (4)",44543.9716321644,44543.9946647939,0.0133466762629372,524,1,0.97957793712186,0.0598018951404299,"RP",0.9,130,0.0598018951404299,2173.84415150602
"norm",46.5093526192369,23.2562630263945,0,"relative convergence (4)",59126.9143904555,59126.9373350062,0.037280145206999,526,2,0.96651990291025,0.0445763092975944,"FULL",0.4,322.5,0.96651990291025,333.67134916615
"norm",46.5093526192369,23.2562630263945,0,"relative convergence (4)",59126.9143904555,59126.9373350062,0.037280145206999,526,2,0.96651990291025,0.0445763092975944,"FULL",0.6,138.333333333333,0.96651990291025,143.1251781953
"norm",46.5093526192369,23.2562630263945,0,"relative convergence (4)",59126.9143904555,59126.9373350062,0.037280145206999,526,2,0.96651990291025,0.0445763092975944,"RP",0.7,297.142857142857,0.0445763092975944,6665.93672345353
"norm",46.5093526192369,23.2562630263945,0,"relative convergence (4)",59126.9143904555,59126.9373350062,0.037280145206999,526,2,0.96651990291025,0.0445763092975944,"RP",0.9,117.777777777778,0.0445763092975944,2642.16081666801
"weibull",1.83117493330747,47.5646062546172,0,"relative convergence (4)",47395.6164408538,47395.6392112523,0.0399698492734355,530,3,0.97973717923576,0.0569937688953326,"FULL",0.4,357.5,0.97973717923576,364.893777205502
"weibull",1.83117493330747,47.5646062546172,0,"relative convergence (4)",47395.6164408538,47395.6392112523,0.0399698492734355,530,3,0.97973717923576,0.0569937688953326,"FULL",0.6,133.333333333333,0.97973717923576,136.090919237483
"weibull",1.83117493330747,47.5646062546172,0,"relative convergence (4)",47395.6164408538,47395.6392112523,0.0399698492734355,530,3,0.97973717923576,0.0569937688953326,"RP",0.7,292.857142857143,0.0569937688953326,5138.40632990892
"weibull",1.83117493330747,47.5646062546172,0,"relative convergence (4)",47395.6164408538,47395.6392112523,0.0399698492734355,530,3,0.97973717923576,0.0569937688953326,"RP",0.9,113.333333333333,0.0569937688953326,1988.52147401353
"norm",43.6211818730855,22.7956600452034,0,"relative convergence (4)",41459.1997355172,41459.2233111557,0.0586149101373896,512,4,0.965467721013555,0.0498248728413163,"FULL",0.4,382.5,0.965467721013555,396.181033995056
"norm",43.6211818730855,22.7956600452034,0,"relative convergence (4)",41459.1997355172,41459.2233111557,0.0586149101373896,512,4,0.965467721013555,0.0498248728413163,"FULL",0.6,138.333333333333,0.965467721013555,143.281158264007
"norm",43.6211818730855,22.7956600452034,0,"relative convergence (4)",41459.1997355172,41459.2233111557,0.0586149101373896,512,4,0.965467721013555,0.0498248728413163,"RP",0.7,257.142857142857,0.0498248728413163,5160.93353538128
"norm",43.6211818730855,22.7956600452034,0,"relative convergence (4)",41459.1997355172,41459.2233111557,0.0586149101373896,512,4,0.965467721013555,0.0498248728413163,"RP",0.9,106.666666666667,0.0498248728413163,2140.83168875075
"weibull",1.54615375557987,45.3043630261121,0,"relative convergence (4)",42858.6210322242,42858.6444697242,0.00986291005309625,515,5,0.966674119104039,0.0806449144138938,"FULL",0.4,282.5,0.966674119104039,292.239126316772
"weibull",1.54615375557987,45.3043630261121,0,"relative convergence (4)",42858.6210322242,42858.6444697242,0.00986291005309625,515,5,0.966674119104039,0.0806449144138938,"FULL",0.6,151.666666666667,0.966674119104039,156.895342152368
"weibull",1.54615375557987,45.3043630261121,0,"relative convergence (4)",42858.6210322242,42858.6444697242,0.00986291005309625,515,5,0.966674119104039,0.0806449144138938,"RP",0.7,304.285714285714,0.0806449144138938,3773.15440777864
"weibull",1.54615375557987,45.3043630261121,0,"relative convergence (4)",42858.6210322242,42858.6444697242,0.00986291005309625,515,5,0.966674119104039,0.0806449144138938,"RP",0.9,108.888888888889,0.0806449144138938,1350.22635562658
"weibull",1.85510021629769,48.8380691738341,0,"relative convergence (4)",44949.4943014545,44949.5180638308,0.0171185823394544,508,6,0.977155927318141,0.0539282554134924,"FULL",0.4,360,0.977155927318141,368.416124730513
"weibull",1.85510021629769,48.8380691738341,0,"relative convergence (4)",44949.4943014545,44949.5180638308,0.0171185823394544,508,6,0.977155927318141,0.0539282554134924,"FULL",0.6,143.333333333333,0.977155927318141,146.684197809371
"weibull",1.85510021629769,48.8380691738341,0,"relative convergence (4)",44949.4943014545,44949.5180638308,0.0171185823394544,508,6,0.977155927318141,0.0539282554134924,"RP",0.7,262.857142857143,0.0539282554134924,4874.20074767296
"weibull",1.85510021629769,48.8380691738341,0,"relative convergence (4)",44949.4943014545,44949.5180638308,0.0171185823394544,508,6,0.977155927318141,0.0539282554134924,"RP",0.9,104.444444444444,0.0539282554134924,1936.72952413575
"weibull",1.73425613544872,43.7681183071394,0,"relative convergence (4)",38021.6851990363,38021.7099924247,0.0452717100584039,487,7,0.984869802189933,0.0693030642940338,"FULL",0.4,342.5,0.984869802189933,347.761703362643
