"distn","param1","param2","code","message","aic","aicc","n","plotType","piHat","rep","AC","nHat"
"llog",0.45095091001339,3.47715221060308,0,"relative convergence (4)",265.690351141497,266.134795585941,30,"FULL",0.6,12,0.92424136167398,54.0984228507587
"llog",0.496965646976948,3.34293783322909,0,"relative convergence (4)",436.438700616356,436.629176806832,66,"RP",0.7,12,0.0877618327321549,1074.33620459443
"gamma",1.76315525186491,0.0368534117450895,0,"relative convergence (4)",230.790444884184,231.190444884184,33,"RP",0.9,12,0.0727149274259002,504.252262426194
"llog",0.428208020314759,3.77233917368917,0,"both X-convergence and relative convergence (5)",448.480493579453,448.735812728389,50,"FULL",0.4,13,0.874891833345062,142.874804902539
"norm",36.0769231688938,23.3887801941368,0,"relative convergence (4)",284.986093086675,285.399886190123,32,"FULL",0.6,13,0.935385138892692,57.0175119485748
"gamma",1.90895764919284,0.0419018642334106,0,"relative convergence (4)",478.858697653859,479.035168242094,71,"RP",0.7,13,0.0694067421409452,1461.36482278046
"llog",0.45711269777473,3.57629155028671,0,"relative convergence (4)",263.635020039757,264.010020039757,35,"RP",0.9,13,0.056341239791793,690.23842983579
"llog",0.5873745618188,3.56622251673837,0,"relative convergence (4)",518.07436463116,518.292546449342,58,"FULL",0.4,14,0.85430827930447,169.727958293991
"llog",0.642225117400918,3.48517924574613,0,"relative convergence (4)",285.481531909112,285.89532501256,32,"FULL",0.6,14,0.851184632100933,62.6577728520469
"gamma",1.96617443083365,0.0471019981801101,0,"relative convergence (4)",483.73168786453,483.908158452765,71,"RP",0.7,14,0.0747081518286492,1357.66404262293
"llog",0.480238664635355,3.66676336240814,0,"relative convergence (4)",271.116147966714,271.491147966714,35,"RP",0.9,14,0.0536709163317218,724.580304322174
"gamma",2.20759247212779,0.059625112996219,0,"relative convergence (4)",492.395729032171,492.62214412651,56,"FULL",0.4,15,0.975712598260701,143.484874797725
"llog",0.641007092882197,3.6371066499408,0,"relative convergence (4)",288.606376292727,289.020169396176,32,"FULL",0.6,15,0.819094225625106,65.1125739442628
"llog",0.465541475119204,3.33309554312816,0,"relative convergence (4)",486.414033710916,486.590504299151,71,"RP",0.7,15,0.0810815919164684,1250.94449962286
"llog",0.627536911475073,3.81705889961272,0,"relative convergence (4)",157.278893274429,157.878893274429,23,"RP",0.9,15,0.069140828586952,369.615986354817
"gamma",2.70879157697071,0.0856972166441669,0,"relative convergence (4)",466.76280034354,466.99356957431,55,"FULL",0.4,16,0.994175059281745,138.305622049439
"gamma",2.19651168978273,0.0657718773239164,0,"relative convergence (4)",253.129897794441,253.59143625598,29,"FULL",0.6,16,0.985695821291171,49.0347349449256
"gamma",2.04449915521791,0.0456962950903286,0,"relative convergence (4)",470.774010605288,470.964486795764,66,"RP",0.7,16,0.0648410280825498,1454.10578878666
"gamma",1.90659864622188,0.0274546292998087,0,"relative convergence (4)",250.518215889235,250.918215889235,33,"RP",0.9,16,0.0400006643190503,916.651442941266
"weibull",1.425936375221,44.5432303494084,0,"relative convergence (4)",530.158333123793,530.372618838079,59,"FULL",0.4,17,0.957921447771069,153.979222767388
"llog",0.586218744481748,3.56399194496625,0,"relative convergence (4)",269.526052873975,269.97049731842,30,"FULL",0.6,17,0.855213597686663,58.4649263473465
"gamma",2.57965118475735,0.0754948563170756,0,"both X-convergence and relative convergence (5)",498.742797014627,498.924615196445,69,"RP",0.7,17,0.0703014627038624,1402.12486028421
"llog",0.457322972608756,3.06259015046703,0,"relative convergence (4)",244.503719922787,244.83705325612,39,"RP",0.9,17,0.116073776787877,373.325780658662
"weibull",2.02923055596946,37.5010428070312,0,"relative convergence (4)",416.010575854746,416.271445419964,49,"FULL",0.4,18,0.999336197422035,122.581369829303
"norm",35.2303167353688,23.5469762868422,0,"relative convergence (4)",267.211327466842,267.655771911286,30,"FULL",0.6,18,0.929721742518865,53.7795317817744
"weibull",1.888121176034,40.5486970204461,0,"relative convergence (4)",526.825437797094,526.996866368523,73,"RP",0.7,18,0.0664196608394703,1570.10308344938
"llog",0.498364037809778,3.41193845513469,0,"relative convergence (4)",215.442469235179,215.856262338627,32,"RP",0.9,18,0.0802522304785258,443.047568192758
"gamma",2.35937445251074,0.0657822144551611,0,"relative convergence (4)",497.629135974207,497.851358196429,57,"FULL",0.4,19,0.981899622665295,145.126850760156
"gamma",2.19233734494308,0.0609575855710938,0,"relative convergence (4)",342.848386891107,343.181720224441,39,"FULL",0.6,19,0.978720932393829,66.4132112113084
"llog",0.449958101189632,3.33515204067509,0,"relative convergence (4)",453.614834413322,453.802334413322,67,"RP",0.7,19,0.0770625858345618,1242.03314329168
"gamma",2.99797682540196,0.102705232584016,0,"relative convergence (4)",322.22566660724,322.504736374682,46,"RP",0.9,19,0.0748477610148671,682.867602425126
"llog",0.41206519974349,3.5918916905269,0,"relative convergence (4)",414.240324151395,414.513051424123,47,"FULL",0.4,20,0.921218908329291,127.548402380381
"llog",0.610912486810668,3.61015365473258,0,"relative convergence (4)",341.522643226358,341.865500369215,38,"FULL",0.6,20,0.835996717587085,75.7578732080799
"gamma",1.76302911333641,0.0320128972789709,0,"relative convergence (4)",595.289761422023,595.439761422023,83,"RP",0.7,20,0.0609719220387805,1944.68904057203
"llog",0.361575116909892,2.82700322598861,0,"relative convergence (4)",205.707797692842,206.107797692842,33,"RP",0.9,20,0.127248837649923,288.149324927754
"llog",0.409354324718617,3.39665710384129,0,"relative convergence (4)",432.356250895034,432.61157004397,50,"FULL",0.4,21,0.950369350685706,131.527810645209
"llog",0.452266653272848,3.48441341349493,0,"relative convergence (4)",351.156344438467,351.480668762791,40,"FULL",0.6,21,0.922591392279978,72.260230503468
"gamma",2.38722760730492,0.0814006850027041,0,"relative convergence (4)",404.904091814416,405.100813125892,64,"RP",0.7,21,0.094934466501338,963.070366306666
"gamma",2.12599506867825,0.0595527156949043,0,"relative convergence (4)",301.072535316707,301.365218243536,44,"RP",0.9,21,0.0831284439486139,588.112643117796
"gamma",1.88637956388257,0.0429246897301149,0,"relative convergence (4)",467.818048257328,468.062946216512,52,"FULL",0.4,22,0.937548093700204,138.65955343894
"norm",44.6710517121478,24.0842574936956,0,"relative convergence (4)",253.396238532332,253.876238532332,28,"FULL",0.6,22,0.95738571772349,48.7438508876365
"gamma",2.27355539286704,0.0625039237405195,0,"relative convergence (4)",408.942108661189,409.156394375475,59,"RP",0.7,22,0.0747752659083533,1127.18708869611
"llog",0.482407855602134,3.69657906705044,0,"relative convergence (4)",242.478427061682,242.892220165131,32,"RP",0.9,22,0.051906534536697,684.99189693387
"llog",0.462702508784772,3.64560934892681,0,"relative convergence (4)",552.22348308961,552.426872920118,62,"FULL",0.4,23,0.888332271322359,174.484261130432
"weibull",1.43029078725824,52.7925891095743,0,"relative convergence (4)",302.431573101551,302.831573101551,33,"FULL",0.6,23,0.917375899287918,59.9536133908596
"gamma",2.00169861239182,0.0441944426713273,0,"relative convergence (4)",404.271342465397,404.489524283579,58,"RP",0.7,23,0.0656244033281045,1262.59651372187
"llog",0.503783534141222,3.26743280755389,0,"relative convergence (4)",246.900277286837,247.253218463307,37,"RP",0.9,23,0.0990705045580253,414.968221818558
"llog",0.526862871481318,3.49326524365202,0,"relative convergence (4)",494.611283642922,494.837698737261,56,"FULL",0.4,24,0.891912379192073,156.96609136294
"norm",35.4958447638282,30.2551876522742,0,"relative convergence (4)",336.586149327568,336.939090504038,37,"FULL",0.6,24,0.863141938545967,71.4444101401783
"llog",0.46655692251927,3.38322186721056,0,"relative convergence (4)",478.674560385843,478.853664863455,70,"RP",0.7,24,0.075846002487748,1318.46104896766
"gamma",1.81640122927892,0.0243146950535486,0,"relative convergence (4)",314.654351360896,314.962043668588,42,"RP",0.9,24,0.0392169960335399,1189.96025668961
"gamma",2.13825266736498,0.0592954103818773,0,"relative convergence (4)",560.751431309373,560.948152620849,64,"FULL",0.4,25,0.977382491394011,163.702543690748
"llog",0.413122689941884,3.43498863388295,0,"relative convergence (4)",278.480625035344,278.894418138792,32,"FULL",0.6,25,0.944408469683124,56.4727393341021
"weibull",2.19250222748691,28.7911334344346,0,"relative convergence (4)",539.014970431298,539.17286516814,79,"RP",0.7,25,0.083397639596005,1353.24145148287
"gamma",2.28959101254006,0.0672777621077165,0,"relative convergence (4)",277.394341380268,277.718665704592,40,"RP",0.9,25,0.081168664000722,547.556683254625
"gamma",2.85842364313329,0.0729491081547566,0,"relative convergence (4)",464.832717040838,465.072717040838,53,"FULL",0.4,26,0.980124646188769,135.186887214018
"gamma",2.43024454412465,0.0731445823148532,0,"relative convergence (4)",251.757133193454,252.218671654993,29,"FULL",0.6,26,0.989086715012358,48.8666287795903
"gamma",2.11552886064199,0.0508421370605771,0,"relative convergence (4)",410.431667274418,410.6498490926,58,"RP",0.7,26,0.0682697360691633,1213.67310946099
"weibull",2.07528683581268,38.1392399076658,0,"relative convergence (4)",286.525909244617,286.85924257795,39,"RP",0.9,26,0.0620610358714748,698.23735174312
"llog",0.470384488271223,3.50774774852806,0,"relative convergence (4)",466.700137528727,466.940137528727,53,"FULL",0.4,27,0.911576100873825,145.352647873268
"gamma",2.59418375722941,0.0650641993934285,0,"relative convergence (4)",336.61808343063,336.960940573487,38,"FULL",0.6,27,0.973691482220097,65.0445592775733
"llog",0.460941608436188,3.37897125983264,0,"relative convergence (4)",501.346649959108,501.520563002586,72,"RP",0.7,27,0.0749826274687979,1371.7463141705
"norm",25.3318946491203,12.0948814363692,0,"relative convergence (4)",328.185939454779,328.458666727506,47,"RP",0.9,27,0.0832223992123136,627.50200326471
"weibull",1.70750989689886,44.297674481787,0,"relative convergence (4)",481.422229372209,481.657523489856,54,"FULL",0.4,28,0.981977473119561,137.477695461923
"llog",0.428090973337526,3.34714786009463,0,"relative convergence (4)",285.937866309217,286.337866309217,33,"FULL",0.6,28,0.949725732282655,57.9114560451133
"gamma",2.08779510796596,0.0524170717308902,0,"relative convergence (4)",419.289873142724,419.493262973233,62,"RP",0.7,28,0.0735590296728624,1204.08641828652
"gamma",1.96730891247897,0.0459287081678716,0,"relative convergence (4)",257.010472247842,257.363413424312,37,"RP",0.9,28,0.072203000914336,569.382305312859
"gamma",3.08273089335343,0.0785349859422381,0,"relative convergence (4)",411.186643545866,411.459370818593,47,"FULL",0.4,29,0.982887020761715,119.545784528664
"gamma",3.11406269498272,0.0740313339546571,0,"relative convergence (4)",336.136460455058,336.479317597915,38,"FULL",0.6,29,0.974962756891815,64.9597462935305
"gamma",1.964835311121,0.0449530039024066,0,"relative convergence (4)",535.851780187028,536.011780187028,78,"RP",0.7,29,0.070454256412836,1581.57330872447
"weibull",1.87661387424647,35.0394868992054,0,"relative convergence (4)",272.908745589225,273.242078922559,39,"RP",0.9,29,0.0808597749709841,535.907172000951
"weibull",1.38041214554739,47.8430578827996,0,"relative convergence (4)",416.970523263334,417.249593030776,46,"FULL",0.4,30,0.937138786096756,122.713947716306
"gamma",2.10379326606959,0.0569054875539865,0,"relative convergence (4)",309.6675418384,310.0425418384,35,"FULL",0.6,30,0.973712597143713,59.9081633579028
"gamma",2.32162365648806,0.0723078289704615,0,"relative convergence (4)",369.040170340431,369.2709395712,55,"RP",0.7,30,0.0864706784311616,908.648226161178
"weibull",3.44445029316533e-05,5.38133440249863,0,"X-convergence (3)",481.314821946679,481.657679089537,38,"RP",0.9,30,0.62892429150468,67.1340299501026
"llog",0.752365692787323,4.07802327121984,0,"relative convergence (4)",421.263467604706,421.542537372148,46,"FULL",0.4,31,0.668332427238944,172.07005872077
"llog",0.448689265606402,3.54762602828421,0,"relative convergence (4)",292.790982214073,293.190982214073,33,"FULL",0.6,31,0.913486123088172,60.2089058715687
"gamma",2.28236509932798,0.0653935131972118,0,"relative convergence (4)",490.357772656332,490.529201227761,73,"RP",0.7,31,0.0787242269743851,1324.69658063008
"weibull",2.04970409841852,32.8038329625322,0,"relative convergence (4)",278.021946421296,278.34627074562,40,"RP",0.9,31,0.077108740632956,576.386594822028
"gamma",3.34255076697542,0.0869271418426191,0,"relative convergence (4)",511.192195946637,511.406481660923,59,"FULL",0.4,32,0.987554450830761,149.358852948228
"llog",0.47832112167908,3.60361689622815,0,"relative convergence (4)",401.347344631759,401.633058917473,45,"FULL",0.6,32,0.890308200649342,84.240491040405
"gamma",2.01606863925696,0.0454236826459219,0,"relative convergence (4)",472.121391796054,472.306007180669,68,"RP",0.7,32,0.0667526659290213,1455.26558064587
"weibull",2.03268858945568,28.2932106195001,0,"relative convergence (4)",214.721467250506,215.135260353954,32,"RP",0.9,32,0.0951085414541972,373.841875944218
"llog",0.537059885663179,3.72758058315247,0,"relative convergence (4)",424.773580514165,425.046307786892,47,"FULL",0.4,33,0.836725447441087,140.428381088855
"weibull",1.5406745633138,42.1672839881268,0,"relative convergence (4)",322.182749727838,322.546386091474,36,"FULL",0.6,33,0.977236588552581,61.3976192693195
"gamma",2.31968138861158,0.0598796170601875,0,"relative convergence (4)",510.726012626536,510.897441197964,73,"RP",0.7,33,0.066984724702125,1556.85814563639
"weibull",1.85035215829151,38.0072229570756,0,"relative convergence (4)",279.69190743169,280.016231756014,40,"RP",0.9,33,0.0744971621576516,596.592449392779
"gamma",1.77735004950142,0.042670042115409,0,"relative convergence (4)",448.129996506102,448.385315655038,50,"FULL",0.4,34,0.945026752212934,132.271387775311
"weibull",1.59650905203128,50.6312345985228,0,"relative convergence (4)",228.940843886407,229.486298431862,25,"FULL",0.6,34,0.948395099416933,43.9338696417591
"norm",29.0787898980109,13.841683865496,0,"relative convergence (4)",426.842476101447,427.056761815733,59,"RP",0.7,34,0.0709628998814617,1187.74337613749
"weibull",2.26858591200737,25.4723419930022,0,"relative convergence (4)",271.263974004928,271.588298329252,40,"RP",0.9,34,0.0942903565641129,471.357263499416
"gamma",2.88538503879026,0.0802547318913642,0,"relative convergence (4)",389.988857713186,390.2745719989,45,"FULL",0.4,35,0.988407859048974,113.819410651232
"gamma",2.87342781742803,0.0738692611059297,0,"relative convergence (4)",221.094812017537,221.640266562991,25,"FULL",0.6,35,0.981142758024098,42.4674863325478
"gamma",2.23007347591812,0.0589810996698141,0,"relative convergence (4)",630.122619388913,630.260550423396,90,"RP",0.7,35,0.0726450634449507,1769.85775046997
"llog",0.436387684710943,2.92699348157732,0,"relative convergence (4)",234.635109134369,234.977966277226,38,"RP",0.9,35,0.133727765782805,315.732652639974
"gamma",2.81837294138518,0.0833803779666449,0,"relative convergence (4)",522.408935373292,522.615831925017,61,"FULL",0.4,36,0.991765611822712,153.766170335074
"gamma",4.14645224802436,0.0919629535459984,0,"relative convergence (4)",290.480148415394,290.880148415394,33,"FULL",0.6,36,0.978388387426632,56.2148945212459
"gamma",2.22666535818307,0.066425480006087,0,"relative convergence (4)",406.827228287622,407.034124839346,61,"RP",0.7,36,0.0855889124523306,1018.15591115721
"llog",0.447045890332781,3.22215840357673,0,"relative convergence (4)",216.849876891903,217.249876891903,33,"RP",0.9,36,0.0896932578061316,408.800701006091
"norm",36.5996990749149,29.1321703654292,0,"relative convergence (4)",506.696129710908,506.922544805248,56,"FULL",0.4,37,0.880735848764548,158.957989726869
"weibull",2.22276700560218,42.7380042000786,0,"relative convergence (4)",294.386306868049,294.773403642243,34,"FULL",0.6,37,0.998661600591589,56.7426109435852
"gamma",2.67279470734106,0.082466194113329,0,"relative convergence (4)",450.399794961462,450.596516272938,64,"RP",0.7,37,0.0727901776890411,1256.05643963604
"gamma",2.8210355245067,0.092484068772717,0,"relative convergence (4)",271.230116613862,271.563449947195,39,"RP",0.9,37,0.0748594233193018,578.862772539689
"llog",0.485454019487987,3.64558485387416,0,"relative convergence (4)",473.409088152896,473.649088152896,53,"FULL",0.4,38,0.878326380527446,150.855084098046
"weibull",1.76001276649625,38.7099538274027,0,"relative convergence (4)",289.136090242215,289.536090242215,33,"FULL",0.6,38,0.995078755569518,55.2720070568903
"llog",0.468421236531486,3.4057961573165,0,"relative convergence (4)",578.130996151552,578.280996151552,83,"RP",0.7,38,0.0739299247516582,1603.83537477859
"llog",0.490873545424017,3.41471488336125,0,"relative convergence (4)",317.793621564367,318.072691331809,46,"RP",0.9,38,0.0781924983508557,653.657475961078
"llog",0.523680455191273,3.63184321983595,0,"relative convergence (4)",473.842506714521,474.082506714521,53,"FULL",0.4,39,0.86513690757997,153.154950203939
"gamma",2.67231891046892,0.0539165947976878,0,"relative convergence (4)",298.740123767455,299.140123767455,33,"FULL",0.6,39,0.932062680216976,59.0089069838055
"gamma",2.23456529501995,0.0490334106125301,0,"relative convergence (4)",461.577508400592,461.777508400592,63,"RP",0.7,39,0.0563040420492851,1598.46427937127
"weibull",2.20630233818604,24.7642452997862,0,"relative convergence (4)",293.347438651588,293.62650841903,46,"RP",0.9,39,0.101906646567472,501.548356586051
"gamma",2.10813331691458,0.0540212671469251,0,"relative convergence (4)",426.031879312017,426.298545978683,48,"FULL",0.4,40,0.966384924846067,124.17412245862
"llog",0.732945451532534,4.42095755520678,0,"relative convergence (4)",342.665625659062,343.018566835533,37,"FULL",0.6,40,0.562504319100278,109.628787855891
"gamma",2.53857054922094,0.0826309542435674,0,"relative convergence (4)",434.916430267913,435.10997865501,65,"RP",0.7,40,0.0831493454887354,1116.75133834604
"gamma",3.26812758002932,0.15894007056511,0,"relative convergence (4)",171.499437754732,171.979437754732,28,"RP",0.9,40,0.117585362715553,264.583196348774
"llog",0.453308198082932,3.39728863603609,0,"relative convergence (4)",468.201934670883,468.43722878853,54,"FULL",0.4,41,0.934904705228404,144.399743893704
"weibull",1.49999580244267,28.8267010605801,0,"relative convergence (4)",244.056362517368,244.517900978906,29,"FULL",0.6,41,0.998436897947926,48.409001542984
"gamma",1.83310778952963,0.0293511770429466,0,"relative convergence (4)",556.735774354681,556.900157916325,76,"RP",0.7,41,0.0489366083257139,2218.61367769493
"weibull",1.80799530197582,38.1923157970378,0,"relative convergence (4)",249.701547690699,250.065184054336,36,"RP",0.9,41,0.0768140587055224,520.738009084322
"weibull",1.97581936885874,43.1698953535498,0,"relative convergence (4)",569.277511338683,569.47105972578,65,"FULL",0.4,42,0.994794034141357,163.350396587631
"llog",0.641045589519041,4.04396467174388,0,"relative convergence (4)",322.071132195255,322.446132195255,35,"FULL",0.6,42,0.705879160072635,82.6392626853169
"gamma",2.23227135008276,0.0576247331128389,0,"relative convergence (4)",446.461716113824,446.661716113824,63,"RP",0.7,42,0.0702229215502842,1281.6328061138
"llog",0.474612893976514,3.60367198571556,0,"relative convergence (4)",246.789095055396,247.189095055396,33,"RP",0.9,42,0.0574317536555581,638.438918069119
"llog",0.504891889305422,3.47558058673139,0,"relative convergence (4)",493.782829197321,494.00924429166,56,"FULL",0.4,43,0.903548547984147,154.944635030786
"llog",0.440808355257521,3.54854055009643,0,"relative convergence (4)",362.097142726376,362.41293220006,41,"FULL",0.6,43,0.916600334743672,74.5508492012965
"gamma",2.206140018058,0.0524011679793024,0,"relative convergence (4)",549.454801968133,549.619185529777,76,"RP",0.7,43,0.0637038033701734,1704.31627042009
"weibull",1.68612058103218,42.9083234581698,0,"relative convergence (4)",287.721392212285,288.029084519977,42,"RP",0.9,43,0.0744365533997108,626.932125888139
"weibull",1.88691689498441,37.2602459054448,0,"relative convergence (4)",455.107045618208,455.347045618208,53,"FULL",0.4,44,0.998406853373847,132.711428764989
"weibull",1.91757387315361,33.4996952827569,0,"relative convergence (4)",260.236689640343,260.665261068915,31,"FULL",0.6,44,0.999709153575204,51.6816981037876
"weibull",1.9211094752506,24.4226495244081,0,"relative convergence (4)",446.078639192536,446.257743670148,70,"RP",0.7,44,0.125265468566668,798.304601772826
"llog",0.529490166734829,3.19417478627618,0,"relative convergence (4)",208.19226387505,208.59226387505,33,"RP",0.9,44,0.11667037162556,314.275733897068
"gamma",1.90221998623702,0.0451888370608048,0,"relative convergence (4)",394.874736953356,395.167419880186,44,"FULL",0.4,45,0.947179397355028,116.13428280553
"llog",0.702467314520506,3.79551426150844,0,"relative convergence (4)",255.144458090702,255.624458090702,28,"FULL",0.6,45,0.759983445131777,61.4048463365869
"weibull",2.06511020114462,38.1706686553957,0,"relative convergence (4)",426.407178532482,426.629400754704,57,"RP",0.7,45,0.0624570497030921,1303.75308817285
"gamma",1.84345662695735,0.044416257650837,0,"relative convergence (4)",380.873293770119,381.091475588301,58,"RP",0.9,45,0.0818082537288789,787.749909172002
"llog",0.625932786884126,3.58835152922312,0,"relative convergence (4)",456.110633128777,456.360633128777,51,"FULL",0.4,46,0.835412788997384,152.619162262309
"llog",0.469085973507836,3.36834236252106,0,"relative convergence (4)",305.122300856092,305.497300856092,35,"FULL",0.6,46,0.933185021376945,62.5099331826615
"llog",0.485933472257838,3.31887980732765,0,"relative convergence (4)",420.450831065191,420.650831065191,63,"RP",0.7,46,0.0878523507102902,1024.44612207125
"weibull",1.48272501394338,67.9393822456205,0,"relative convergence (4)",253.755547574264,254.119183937901,36,"RP",0.9,46,0.0536261714756137,745.904451116558
