"distn","param1","param2","code","message","aic","aicc","KS","n","rep","areaCorFULL","areaCorRP","plotType","piHat","mHat","AC","nHat"
"weibull",1.81381112892804,36.4831838502177,0,"relative convergence (4)",11726.4390568487,11726.4984627893,0.0480748111718428,205,1,0.998024693494573,0.0809811419703176,"FULL",0.4,162.5,0.998024693494573,162.821622610366
"weibull",1.81381112892804,36.4831838502177,0,"relative convergence (4)",11726.4390568487,11726.4984627893,0.0480748111718428,205,1,0.998024693494573,0.0809811419703176,"FULL",0.6,58.3333333333333,0.998024693494573,58.4487876037213
"weibull",1.81381112892804,36.4831838502177,0,"relative convergence (4)",11726.4390568487,11726.4984627893,0.0480748111718428,205,1,0.998024693494573,0.0809811419703176,"RP",0.7,82.8571428571429,0.0809811419703176,1023.1658981484
"weibull",1.81381112892804,36.4831838502177,0,"relative convergence (4)",11726.4390568487,11726.4984627893,0.0480748111718428,205,1,0.998024693494573,0.0809811419703176,"RP",0.9,52.2222222222222,0.0809811419703176,644.868928143339
"weibull",1.84534556342728,40.5103001364715,0,"relative convergence (4)",14142.4650712556,14142.5295873846,0.0120297251201615,189,2,0.995002400886248,0.0689910062144442,"FULL",0.4,127.5,0.995002400886248,128.140394321095
"weibull",1.84534556342728,40.5103001364715,0,"relative convergence (4)",14142.4650712556,14142.5295873846,0.0120297251201615,189,2,0.995002400886248,0.0689910062144442,"FULL",0.6,46.6666666666667,0.995002400886248,46.901059359355
"weibull",1.84534556342728,40.5103001364715,0,"relative convergence (4)",14142.4650712556,14142.5295873846,0.0120297251201615,189,2,0.995002400886248,0.0689910062144442,"RP",0.7,102.857142857143,0.0689910062144442,1490.87755782881
"weibull",1.84534556342728,40.5103001364715,0,"relative convergence (4)",14142.4650712556,14142.5295873846,0.0120297251201615,189,2,0.995002400886248,0.0689910062144442,"RP",0.9,42.2222222222222,0.0689910062144442,611.996034540839
"weibull",1.99202784601793,37.1177576951741,0,"relative convergence (4)",14449.0121795358,14449.0743557016,0.0509147291298764,196,3,0.99925431328832,0.0684433423099644,"FULL",0.4,145,0.99925431328832,145.108205260418
"weibull",1.99202784601793,37.1177576951741,0,"relative convergence (4)",14449.0121795358,14449.0743557016,0.0509147291298764,196,3,0.99925431328832,0.0684433423099644,"FULL",0.6,61.6666666666667,0.99925431328832,61.7126849958102
"weibull",1.99202784601793,37.1177576951741,0,"relative convergence (4)",14449.0121795358,14449.0743557016,0.0509147291298764,196,3,0.99925431328832,0.0684433423099644,"RP",0.7,87.1428571428571,0.0684433423099644,1273.21159665475
"weibull",1.99202784601793,37.1177576951741,0,"relative convergence (4)",14449.0121795358,14449.0743557016,0.0509147291298764,196,3,0.99925431328832,0.0684433423099644,"RP",0.9,44.4444444444444,0.0684433423099644,649.361105761984
"weibull",1.63063732578919,43.5017412165803,0,"relative convergence (4)",16937.2849631691,16937.3437866986,0.0265650148350879,207,4,0.979465685771229,0.0774036180275153,"FULL",0.4,112.5,0.979465685771229,114.858541380567
"weibull",1.63063732578919,43.5017412165803,0,"relative convergence (4)",16937.2849631691,16937.3437866986,0.0265650148350879,207,4,0.979465685771229,0.0774036180275153,"FULL",0.6,60,0.979465685771229,61.2578887363023
"weibull",1.63063732578919,43.5017412165803,0,"relative convergence (4)",16937.2849631691,16937.3437866986,0.0265650148350879,207,4,0.979465685771229,0.0774036180275153,"RP",0.7,118.571428571429,0.0774036180275153,1531.85899565159
"weibull",1.63063732578919,43.5017412165803,0,"relative convergence (4)",16937.2849631691,16937.3437866986,0.0265650148350879,207,4,0.979465685771229,0.0774036180275153,"RP",0.9,47.7777777777778,0.0774036180275153,617.255097310746
"weibull",1.70424570651851,45.5260256871739,0,"relative convergence (4)",15698.5002286993,15698.5647448283,0.039890665992549,189,5,0.978138860465468,0.0679584617764807,"FULL",0.4,122.5,0.978138860465468,125.237841937602
"weibull",1.70424570651851,45.5260256871739,0,"relative convergence (4)",15698.5002286993,15698.5647448283,0.039890665992549,189,5,0.978138860465468,0.0679584617764807,"FULL",0.6,60,0.978138860465468,61.3409838061722
"weibull",1.70424570651851,45.5260256871739,0,"relative convergence (4)",15698.5002286993,15698.5647448283,0.039890665992549,189,5,0.978138860465468,0.0679584617764807,"RP",0.7,104.285714285714,0.0679584617764807,1534.55083531343
"weibull",1.70424570651851,45.5260256871739,0,"relative convergence (4)",15698.5002286993,15698.5647448283,0.039890665992549,189,5,0.978138860465468,0.0679584617764807,"RP",0.9,34.4444444444444,0.0679584617764807,506.845557477952
"weibull",1.77686344624178,45.7046571791731,0,"relative convergence (4)",19711.2095602698,19711.2683837992,0.0953416531465349,207,6,0.982043342825502,0.0630380080729687,"FULL",0.4,135,0.982043342825502,137.468474264672
"weibull",1.77686344624178,45.7046571791731,0,"relative convergence (4)",19711.2095602698,19711.2683837992,0.0953416531465349,207,6,0.982043342825502,0.0630380080729687,"FULL",0.6,56.6666666666667,0.982043342825502,57.7028163580105
"weibull",1.77686344624178,45.7046571791731,0,"relative convergence (4)",19711.2095602698,19711.2683837992,0.0953416531465349,207,6,0.982043342825502,0.0630380080729687,"RP",0.7,114.285714285714,0.0630380080729687,1812.96519003939
"weibull",1.77686344624178,45.7046571791731,0,"relative convergence (4)",19711.2095602698,19711.2683837992,0.0953416531465349,207,6,0.982043342825502,0.0630380080729687,"RP",0.9,43.3333333333333,0.0630380080729687,687.415967889936
"weibull",1.91528856253399,43.068895986777,0,"relative convergence (4)",16737.9365046024,16737.9956179029,0.0802007430405086,206,7,0.99339381564455,0.060096511612804,"FULL",0.4,155,0.99339381564455,156.030768018654
