"distn","param1","param2","code","message","aic","aicc","n","plotType","piHat","rep","AC","nHat"
"gamma",3.07311296017063,0.0762648973029939,0,"relative convergence (4)",99.6679032162914,101.167903216291,11,"FULL",0.4,17,0.979879506374561,28.0646751167873
"weibull",7.74963730671658,50.0811915789416,0,"relative convergence (4)",51.2178006645438,54.2178006645438,7,"FULL",0.6,17,1,11.6666666666667
"weibull",2.65091267713027,36.7477809548938,0,"both X-convergence and relative convergence (5)",99.9550027509501,101.288336084283,12,"RP",0.7,17,0.0468187326560621,366.153805759573
"llog",0.615894807618056,5.87234622821376,0,"relative convergence (4)",19.785976410034,19.785976410034,2,"RP",0.9,17,0.00391144395921465,568.133468200937
"gamma",11.7246915429651,0.265808045340444,0,"relative convergence (4)",98.617867110624,99.9512004439573,12,"FULL",0.4,18,0.999570835944516,30.0128804494905
"weibull",2.37064137198359,32.9464372186143,0,"relative convergence (4)",59.69169863289,62.69169863289,7,"FULL",0.6,18,0.999999083615905,11.6666773578242
"weibull",2.50974138396551,33.0609844385574,0,"relative convergence (4)",127.45381773328,128.310960590423,17,"RP",0.7,18,0.0574952340921719,422.395258827564
"weibull",1.97524957050219,33.4329597346598,0,"relative convergence (4)",32.7113217011322,44.7113217011322,4,"RP",0.9,18,0.0794787433724427,55.919913373787
"llog",0.536124469561837,3.55635389854263,0,"relative convergence (4)",110.077701334093,111.411034667426,12,"FULL",0.4,19,0.876131157189684,34.2414486162429
"llog",0.6215559034302,3.76107582403716,0,"relative convergence (4)",93.7576884308029,95.4719741450886,10,"FULL",0.6,19,0.795440067134031,20.9527623202545
"weibull",2.96283461855678,25.3963439979181,0,"relative convergence (4)",81.2543440830297,82.5876774163631,12,"RP",0.7,19,0.0671931837791442,255.127918915163
"gamma",7.70842093077104,0.339108282161221,0,"relative convergence (4)",36.9120686159148,42.9120686159148,5,"RP",0.9,19,0.0521292210076583,106.572771435418
"llog",0.29659754538484,3.39987378644352,0,"relative convergence (4)",126.523903971932,127.523903971932,15,"FULL",0.4,20,0.9831057551607,38.1444211908516
"gamma",2.3770081226334,0.0838455079681281,0,"relative convergence (4)",78.7139565800461,80.7139565800461,9,"FULL",0.6,20,0.995915237928933,15.0615227368078
"norm",27.5740185095171,8.75123149217519,0,"relative convergence (4)",99.1670729866247,100.367072986625,13,"RP",0.7,20,0.0472502690122838,393.04386958306
"weibull",2.19702084622793,46.507268525838,0,"relative convergence (4)",41.5237089526463,47.5237089526463,5,"RP",0.9,20,0.0440851190987852,126.018839670292
"norm",27.509341849313,17.7359453199771,0,"relative convergence (4)",111.459124993781,112.659124993781,13,"FULL",0.4,21,0.939533346090403,34.5916407706436
"gamma",3.20003635224577,0.0612818509046516,0,"relative convergence (4)",93.0565514556917,94.7708371699774,10,"FULL",0.6,21,0.93050895646856,17.9113447009898
"gamma",2.27861693498935,0.0405404711256461,0,"relative convergence (4)",64.9921361739138,67.3921361739138,8,"RP",0.7,21,0.0411911429575586,277.452156167332
"gamma",4.57023017798398,0.223557323568605,0,"relative convergence (4)",28.5110406010311,40.5110406010311,4,"RP",0.9,21,0.0888024520743329,50.048668033673
"gamma",3.98006645479306,0.101751538291342,0,"relative convergence (4)",97.7447712537871,99.2447712537871,11,"FULL",0.4,22,0.991122804411176,27.7463094155499
"gamma",2.60934282960231,0.0524153454627125,0,"relative convergence (4)",102.347992061446,103.847992061446,11,"FULL",0.6,22,0.929124232802591,19.7318428322906
"llog",0.292988436208994,2.86385089501303,0,"relative convergence (4)",51.8160942121596,54.2160942121596,8,"RP",0.7,22,0.0949486902799494,120.365761706403
"norm",32.0227248311034,7.89851031044986,0,"relative convergence (4)",18.8046545844583,18.8046545844583,2,"RP",0.9,22,0.0346571586918031,64.1201502403545
"weibull",2.35869751480643,38.1934708190527,0,"relative convergence (4)",135.98205383067,136.905130753747,16,"FULL",0.4,23,0.999937598030855,40.0024962345357
"llog",0.208235538767739,3.28873481963306,0,"relative convergence (4)",48.6382463385924,52.6382463385924,6,"FULL",0.6,23,0.99820661846909,10.0179660352649
"gamma",5.78196504591541,0.29995097686468,0,"relative convergence (4)",46.9383047740404,49.9383047740404,7,"RP",0.7,23,0.081706719182922,122.388955278113
"weibull",2.80705377872231,42.4192290338412,0,"relative convergence (4)",58.7390321217128,61.7390321217128,7,"RP",0.9,23,0.0367403121291327,211.696017999001
"weibull",3.50657454605143,38.7429248423864,0,"relative convergence (4)",111.815864456359,112.906773547269,14,"FULL",0.4,24,0.999999999999155,35.0000000000296
"gamma",5.34054531418741,0.146955484785905,0,"relative convergence (4)",77.7670850752764,79.7670850752764,9,"FULL",0.6,24,0.998364405539159,15.0245741101911
"llog",0.318359809768823,3.55912418162487,0,"both X-convergence and relative convergence (5)",109.776557703352,110.976557703352,13,"RP",0.7,24,0.0372913530390584,498.00897682573
"weibull",1.93560799321713,30.2367115199552,0,"relative convergence (4)",37.8188194176059,43.8188194176059,5,"RP",0.9,24,0.0934632629672725,59.4410614307454
"llog",0.325464104546225,3.60329476343636,0,"relative convergence (4)",124.87756198996,125.968471080869,14,"FULL",0.4,25,0.955988619294098,36.6113145006308
"llog",0.329821413460756,3.44487717568994,0,"relative convergence (4)",96.9142653168151,98.4142653168151,11,"FULL",0.6,25,0.971194019347895,18.8771069097431
"weibull",3.72448668694205,20.5775967777446,0,"relative convergence (4)",43.2130713419844,47.2130713419844,6,"RP",0.7,25,0.0701361468741692,122.211284101571
"gamma",11.5211489632474,0.601618608402023,0,"relative convergence (4)",34.8036492544453,40.8036492544453,5,"RP",0.9,25,0.0548896912022607,101.213095462391
"llog",0.379840345848865,3.35734509402517,0,"relative convergence (4)",139.258517414206,140.181594337283,16,"FULL",0.4,26,0.963915160523276,41.497428029128
"gamma",2.45183234858285,0.0330611249149061,0,"relative convergence (4)",58.3416772365389,62.3416772365389,6,"FULL",0.6,26,0.758603909712986,13.1821097570977
"gamma",3.48374711652407,0.123692267373916,0,"relative convergence (4)",86.5835561602459,87.9168894935792,12,"RP",0.7,26,0.0678748850046296,252.56554234586
"weibull",2.94109785426501,29.4763994592406,0,"relative convergence (4)",60.4364460453896,62.8364460453896,8,"RP",0.9,26,0.055516781780888,160.111746462021
"gamma",1.5949584110097,0.041093378048305,0,"relative convergence (4)",162.879003326419,163.679003326419,18,"FULL",0.4,27,0.951673013388416,47.2851487505969
"norm",29.04719690851,15.553781018576,0,"relative convergence (4)",52.7753267732313,56.7753267732313,6,"FULL",0.6,27,0.969083856515886,10.3190244402096
"norm",26.1133488428348,8.40779335017151,0,"relative convergence (4)",121.705219310949,122.628296234026,16,"RP",0.7,27,0.0508698019179564,449.326358573348
"norm",33.9368384892045,13.1761638405528,0,"relative convergence (4)",56.3710535246003,59.3710535246003,7,"RP",0.9,27,0.0471317915154133,165.021899819663
"llog",0.264665956997946,3.3928704907205,0,"both X-convergence and relative convergence (5)",148.651409902108,149.451409902108,18,"FULL",0.4,28,0.989854118524038,45.4612443974058
"weibull",6.44293476535412,29.8586089142494,0,"relative convergence (4)",40.7708677883998,44.7708677883998,6,"FULL",0.6,28,1,10
"norm",20.8837326904982,6.9064881819044,0,"relative convergence (4)",64.3423944143558,66.3423944143558,9,"RP",0.7,28,0.067795243974609,189.646678784107
"gamma",2.7471228296612,0.0690317302072232,0,"relative convergence (4)",18.4061352424063,18.4061352424063,2,"RP",0.9,28,0.0528167615332449,42.0741854993035
"gamma",4.47727546835428,0.134733102774464,0,"relative convergence (4)",69.3577430399687,71.7577430399687,8,"FULL",0.4,29,0.998614137928386,20.0277557070139
"llog",0.257694704272391,3.30595763100881,0,"relative convergence (4)",51.8870891768932,55.8870891768932,6,"FULL",0.6,29,0.993578577437064,10.0646292372718
"gamma",2.40023724152981,0.0504882269372241,0,"relative convergence (4)",93.9011398481357,95.234473181469,12,"RP",0.7,29,0.0484898550616406,353.534922326846
"weibull",3.56156669463169,36.2785683467099,0,"relative convergence (4)",88.7142554254662,90.2142554254662,11,"RP",0.9,29,0.03686469864099,331.54271356588
"llog",0.329506118592295,3.5451483991837,0,"relative convergence (4)",132.461395519576,133.461395519576,15,"FULL",0.4,30,0.961469097053378,39.0028136264874
"weibull",2.10299498256372,35.7846224263999,0,"relative convergence (4)",61.939086975658,64.939086975658,7,"FULL",0.6,30,0.999830233705905,11.6686476097285
"gamma",3.20173977244098,0.092513701346894,0,"relative convergence (4)",47.3593751849278,51.3593751849278,6,"RP",0.7,30,0.0545922408857443,157.008183440714
"weibull",2.71127059434502,23.5937705962828,0,"relative convergence (4)",33.6899056762716,45.6899056762716,4,"RP",0.9,30,0.0831924358192358,53.4236604647751
"gamma",3.63302268570632,0.086442539146731,0,"relative convergence (4)",134.018991594176,135.018991594176,15,"FULL",0.4,31,0.981751430912882,38.1970413479618
"gamma",4.37579463861752,0.138403614555649,0,"relative convergence (4)",93.0427432396656,94.5427432396656,11,"FULL",0.6,31,0.999086886511123,18.3500890471644
"weibull",2.92618250754799,25.703649893914,0,"relative convergence (4)",51.780359161901,54.780359161901,7,"RP",0.7,31,0.0670544854929515,149.132454398612
"gamma",2.31811018524677,0.0237607406845584,0,"relative convergence (4)",72.8149738381726,75.2149738381727,8,"RP",0.9,31,0.0180946026952944,491.245319865492
"weibull",4.08426492577253,40.3697118190146,0,"relative convergence (4)",94.0109175611734,95.3442508945067,12,"FULL",0.4,32,1,30
"norm",26.7676528013141,17.5970258877653,0,"relative convergence (4)",69.8924756623963,72.2924756623963,8,"FULL",0.6,32,0.935872651165996,14.2469526347644
"gamma",3.34890525171702,0.12373328121348,0,"relative convergence (4)",73.6682825845197,75.3825682988054,10,"RP",0.7,32,0.0749167286447127,190.687908350394
"gamma",80.2993170871624,17.6882496821168,0,"relative convergence (4)",6.59077315359577,6.59077315359577,2,"RP",0.9,32,0.776506950386022,2.86181884285452
"llog",0.344614025071175,3.64291081546842,0,"relative convergence (4)",116.860613215535,118.060613215535,13,"FULL",0.4,33,0.942257303569911,34.4916403161514
"gamma",4.82988485975574,0.11535933073974,0,"relative convergence (4)",71.9995422918201,74.3995422918201,8,"FULL",0.6,33,0.991256059678137,13.4509476165651
"weibull",2.66812959151405,38.1684211822594,0,"relative convergence (4)",81.0908689905251,82.8051547048108,10,"RP",0.7,33,0.0442654124904757,322.728592866678
"weibull",2.64331245912639,29.664319720071,0,"relative convergence (4)",52.4796036357207,55.4796036357207,7,"RP",0.9,33,0.0623067113031545,124.830497631866
"llog",0.394310685221,3.60500053653447,0,"relative convergence (4)",134.891572488377,135.891572488377,15,"FULL",0.4,34,0.926661423869539,40.4678548540502
"gamma",5.06990775557465,0.153353305147273,0,"relative convergence (4)",60.4298682735062,63.4298682735062,7,"FULL",0.6,34,0.999272139042423,11.6751645631255
"gamma",3.32255016879217,0.08859660800983,0,"relative convergence (4)",114.403324941297,115.403324941297,15,"RP",0.7,34,0.0469743212602076,456.176286398496
"gamma",2.41118821831377,0.0466875447447652,0,"relative convergence (4)",59.3016748577785,62.3016748577785,7,"RP",0.9,34,0.0430020637327297,180.869872341917
"gamma",2.47529410412709,0.0583803466192232,0,"relative convergence (4)",136.473194266597,137.473194266597,15,"FULL",0.4,35,0.961691396988886,38.9937979245886
"norm",30.5633890837644,14.6934845539091,0,"relative convergence (4)",68.6207091351269,71.0207091351269,8,"FULL",0.6,35,0.981239024295103,13.5882623939785
"weibull",2.18589652323777,40.2208102506888,0,"relative convergence (4)",106.536471407956,107.627380498865,14,"RP",0.7,35,0.05359790478002,373.148914721299
"gamma",2.71351281385064,0.0456380299367259,0,"relative convergence (4)",38.3012270562501,50.3012270562501,4,"RP",0.9,35,0.0305902217511705,145.28970991439
"llog",0.239083614720221,3.72218714975406,0,"relative convergence (4)",104.570509332262,105.903842665596,12,"FULL",0.4,36,0.975712297591066,30.7467683599632
"weibull",2.81311623449664,39.9141521334982,0,"relative convergence (4)",68.4424449904561,70.8424449904561,8,"FULL",0.6,36,0.999998232146364,13.3333569047568
"gamma",3.22639275877947,0.0854359083385023,0,"relative convergence (4)",89.0542265325361,90.5542265325361,11,"RP",0.7,36,0.0478819057492898,328.188393264167
"gamma",3.41471156020663,0.115801743801165,0,"relative convergence (4)",66.1272035696957,68.1272035696957,9,"RP",0.9,36,0.0646222473758698,154.745469340239
"gamma",5.37632835531141,0.106511215879143,0,"relative convergence (4)",90.567497286168,92.2817830004537,10,"FULL",0.4,37,0.972802685916424,25.6989422027026
"weibull",3.67856714197656,30.6139086085343,0,"relative convergence (4)",60.4454955999419,62.8454955999419,8,"FULL",0.6,37,1,13.3333333333333
"gamma",3.08624347944934,0.0697191459561369,0,"relative convergence (4)",86.6052054562615,88.3194911705472,10,"RP",0.7,37,0.0401600746294519,355.719316199619
"weibull",2.21712427054601,25.7417279990483,0,"relative convergence (4)",22.9924153954091,22.9924153954091,3,"RP",0.9,37,0.0958728026803734,34.7682892347082
"llog",0.383524630349208,3.46810840514195,0,"relative convergence (4)",107.824176234475,109.157509567808,12,"FULL",0.4,38,0.950956870204096,31.5471720537245
"llog",0.816312206476976,3.84819691723788,0,"relative convergence (4)",66.6997186070624,69.6997186070624,7,"FULL",0.6,38,0.716528924837442,16.2821991719504
"weibull",2.67736488933688,28.7295460136637,0,"relative convergence (4)",83.6964966908787,85.1964966908787,11,"RP",0.7,38,0.0640526732564665,245.333799752054
"weibull",4.0639046744643,22.4190783905377,0,"relative convergence (4)",50.8386140485501,53.8386140485501,7,"RP",0.9,38,0.0574513989619483,135.38012856622
"llog",0.322681573744796,3.41780073414104,0,"relative convergence (4)",136.885619120308,137.808696043385,16,"FULL",0.4,39,0.975390227477831,41.009227766647
"weibull",2.88800413067469,32.9209099574278,0,"relative convergence (4)",65.0901747950637,67.4901747950638,8,"FULL",0.6,39,0.999999999982135,13.3333333335715
"gamma",4.88610356900564,0.124997236303382,0,"relative convergence (4)",101.814774475026,103.148107808359,12,"RP",0.7,39,0.0334342182875473,512.733900204333
"weibull",3.57875312136927,34.5737359395853,0,"relative convergence (4)",85.3592477067169,86.8592477067169,11,"FULL",0.4,40,1,27.5
"llog",0.22137721906557,3.36255666688583,0,"both X-convergence and relative convergence (5)",73.1386504030812,75.1386504030812,9,"FULL",0.6,40,0.996363551726472,15.0547458043888
"gamma",2.41750324762078,0.0462565070092975,0,"relative convergence (4)",78.3868688425769,80.1011545568626,10,"RP",0.7,40,0.0421589995850797,338.853256156726
"gamma",8.70290571405994,0.432894671093006,0,"relative convergence (4)",57.5227506598839,59.9227506598839,8,"RP",0.9,40,0.0582889677923197,152.496934249368
"norm",33.4003402940423,17.1856773642292,0,"relative convergence (4)",112.576048152952,113.776048152952,13,"FULL",0.4,41,0.973968782551125,33.3686259582905
"llog",0.690531171412066,11.4977793788733,0,"X-convergence (3)",81.7338284723008,83.7338284723008,9,"FULL",0.6,41,4.6240665027841e-05,324389.79826455
"gamma",3.10796653447778,0.0809907682290333,0,"relative convergence (4)",104.193910690625,105.393910690625,13,"RP",0.7,41,0.0486258549608804,381.924977696933
"llog",0.365191153953769,3.3947015699277,0,"relative convergence (4)",65.4509679433678,67.8509679433678,8,"RP",0.9,41,0.0536167066842047,165.785805182763
"norm",34.1413148570486,17.2989118544313,0,"relative convergence (4)",112.87468295714,114.07468295714,13,"FULL",0.4,42,0.975716675141014,33.3088496159021
"weibull",1.53287295101744,46.712663403977,0,"relative convergence (4)",84.4991115301067,86.4991115301067,9,"FULL",0.6,42,0.959705898858316,15.6297882693482
"weibull",3.00754953416779,24.456643650919,0,"X-convergence (3)",97.9105741602889,99.001483251198,14,"RP",0.7,42,0.0695803366006486,287.437528720055
"llog",0.443957561339483,3.75150757687039,0,"relative convergence (4)",83.0260928537423,84.740378568028,10,"RP",0.9,42,0.0424267515065773,261.889273077826
"gamma",2.95030166513976,0.0837613837932358,0,"relative convergence (4)",97.9036769070505,99.4036769070505,11,"FULL",0.4,43,0.990422703523943,27.7659224714402
"gamma",2.44902825979201,0.0272382384990774,0,"relative convergence (4)",76.3250625051054,78.7250625051054,8,"FULL",0.6,43,0.648868299893377,20.5485972045857
"llog",0.413706270017542,3.94474025310642,0,"both X-convergence and relative convergence (5)",77.9826999763084,79.9826999763084,9,"RP",0.7,43,0.0295410677084602,435.229456972563
"gamma",3.41403363891805,0.0742961767901723,0,"relative convergence (4)",60.6767868680783,63.6767868680783,7,"RP",0.9,43,0.0346970488705279,224.162516149444
"llog",0.388778902046753,3.45636867630928,0,"relative convergence (4)",90.056529790232,91.7708155045177,10,"FULL",0.4,44,0.950494412364755,26.3021009642781
"llog",0.450433183401382,3.66450312463721,0,"relative convergence (4)",48.5439231633031,54.5439231633031,5,"FULL",0.6,44,0.889766765167798,9.36575028374069
"gamma",2.67152649026516,0.0995031951729985,0,"relative convergence (4)",63.7401493405571,65.7401493405571,9,"RP",0.7,44,0.095403185777461,134.766389113395
"weibull",3.51501684272813,34.6646221619555,0,"relative convergence (4)",32.3392026825073,44.3392026825073,4,"RP",0.9,44,0.039144204946312,113.540291609964
"weibull",1.85347392164229,49.2289841964839,0,"relative convergence (4)",102.032634441994,103.532634441994,11,"FULL",0.4,45,0.975748932133846,28.1834794734141
"llog",0.363241078625799,3.63817121421795,0,"relative convergence (4)",100.1408108648,101.6408108648,11,"FULL",0.6,45,0.934755363586716,19.6129747391736
"gamma",2.68375546214089,0.0744953066330551,0,"relative convergence (4)",92.0754837184143,93.4088170517476,12,"RP",0.7,45,0.062377707018995,274.823457964508
"weibull",3.37914423655989,23.7232201459189,0,"relative convergence (4)",16.3308072942168,16.3308072942168,2,"RP",0.9,45,0.0637653089177192,34.850018920001
"llog",0.575312294164743,3.61614954787945,0,"relative convergence (4)",137.061391461023,138.061391461023,15,"FULL",0.4,46,0.848013159573085,44.2210118754273
"llog",0.522455293792832,3.67316869897971,0,"relative convergence (4)",75.3563784390333,77.7563784390333,8,"FULL",0.6,46,0.856176234444756,15.5731177728616
