"distn","param1","param2","code","message","aic","aicc","KS","n","rep","areaCorFULL","areaCorRP","plotType","piHat","mHat","AC","nHat"
"norm",35.8859526113209,17.8221428260054,0,"relative convergence (4)",3758.77332247913,3759.0040917099,0.0619473856281696,55,1,0.977811437618151,0.0586149434399725,"FULL",0.4,40,0.977811437618151,40.9076826687934
"norm",35.8859526113209,17.8221428260054,0,"relative convergence (4)",3758.77332247913,3759.0040917099,0.0619473856281696,55,1,0.977811437618151,0.0586149434399725,"FULL",0.6,11.6666666666667,0.977811437618151,11.9314074450647
"norm",35.8859526113209,17.8221428260054,0,"relative convergence (4)",3758.77332247913,3759.0040917099,0.0619473856281696,55,1,0.977811437618151,0.0586149434399725,"RP",0.7,27.1428571428571,0.0586149434399725,463.070601964397
"norm",35.8859526113209,17.8221428260054,0,"relative convergence (4)",3758.77332247913,3759.0040917099,0.0619473856281696,55,1,0.977811437618151,0.0586149434399725,"RP",0.9,14.4444444444444,0.0586149434399725,246.429384671112
"weibull",2.10947335614139,36.5605194339997,0,"relative convergence (4)",4820.92313849643,4821.14955359077,0.0836013391777954,56,2,0.999764181511555,0.0640134645326222,"FULL",0.4,37.5,0.999764181511555,37.5088452791971
"weibull",2.10947335614139,36.5605194339997,0,"relative convergence (4)",4820.92313849643,4821.14955359077,0.0836013391777954,56,2,0.999764181511555,0.0640134645326222,"FULL",0.6,15,0.999764181511555,15.0035381116788
"weibull",2.10947335614139,36.5605194339997,0,"relative convergence (4)",4820.92313849643,4821.14955359077,0.0836013391777954,56,2,0.999764181511555,0.0640134645326222,"RP",0.7,34.2857142857143,0.0640134645326222,535.601604069434
"weibull",2.10947335614139,36.5605194339997,0,"relative convergence (4)",4820.92313849643,4821.14955359077,0.0836013391777954,56,2,0.999764181511555,0.0640134645326222,"RP",0.9,8.88888888888889,0.0640134645326222,138.859675129113
"weibull",2.07971557008038,61.7393716667215,0,"relative convergence (4)",6048.72589033362,6049.03358264131,0.0504041759402422,42,3,0.934537883176339,0.033055219144526,"FULL",0.4,27.5,0.934537883176339,29.4263084408436
"weibull",2.07971557008038,61.7393716667215,0,"relative convergence (4)",6048.72589033362,6049.03358264131,0.0504041759402422,42,3,0.934537883176339,0.033055219144526,"FULL",0.6,11.6666666666667,0.934537883176339,12.4838884294488
"weibull",2.07971557008038,61.7393716667215,0,"relative convergence (4)",6048.72589033362,6049.03358264131,0.0504041759402422,42,3,0.934537883176339,0.033055219144526,"RP",0.7,18.5714285714286,0.033055219144526,561.830447719299
"weibull",2.07971557008038,61.7393716667215,0,"relative convergence (4)",6048.72589033362,6049.03358264131,0.0504041759402422,42,3,0.934537883176339,0.033055219144526,"RP",0.9,12.2222222222222,0.033055219144526,369.75166217424
"weibull",1.94813895979927,36.6048173489402,0,"relative convergence (4)",2598.63405032057,2598.9267332474,0.259836980330144,44,4,0.99916171847742,0.0721282778853364,"FULL",0.4,32.5,0.99916171847742,32.5272670069119
"weibull",1.94813895979927,36.6048173489402,0,"relative convergence (4)",2598.63405032057,2598.9267332474,0.259836980330144,44,4,0.99916171847742,0.0721282778853364,"FULL",0.6,10,0.99916171847742,10.0083898482806
"weibull",1.94813895979927,36.6048173489402,0,"relative convergence (4)",2598.63405032057,2598.9267332474,0.259836980330144,44,4,0.99916171847742,0.0721282778853364,"RP",0.7,21.4285714285714,0.0721282778853364,297.089741455311
"weibull",1.94813895979927,36.6048173489402,0,"relative convergence (4)",2598.63405032057,2598.9267332474,0.259836980330144,44,4,0.99916171847742,0.0721282778853364,"RP",0.9,11.1111111111111,0.0721282778853364,154.046532606458
"llog",0.394197534123705,3.2497606735949,0,"relative convergence (4)",5388.91925606934,5389.14567116368,0.101817778842816,56,5,0.968883368894471,0.0728453737163688,"FULL",0.4,30,0.968883368894471,30.9634791587258
"llog",0.394197534123705,3.2497606735949,0,"relative convergence (4)",5388.91925606934,5389.14567116368,0.101817778842816,56,5,0.968883368894471,0.0728453737163688,"FULL",0.6,15,0.968883368894471,15.4817395793629
"llog",0.394197534123705,3.2497606735949,0,"relative convergence (4)",5388.91925606934,5389.14567116368,0.101817778842816,56,5,0.968883368894471,0.0728453737163688,"RP",0.7,25.7142857142857,0.0728453737163688,352.998198820518
"llog",0.394197534123705,3.2497606735949,0,"relative convergence (4)",5388.91925606934,5389.14567116368,0.101817778842816,56,5,0.968883368894471,0.0728453737163688,"RP",0.9,18.8888888888889,0.0728453737163688,259.301146047171
"weibull",1.90070553989016,35.0121425372501,0,"relative convergence (4)",3393.15600606716,3393.4350758346,0.0296062498698458,46,6,0.99935761126034,0.0793646804275614,"FULL",0.4,37.5,0.99935761126034,37.524105062558
"weibull",1.90070553989016,35.0121425372501,0,"relative convergence (4)",3393.15600606716,3393.4350758346,0.0296062498698458,46,6,0.99935761126034,0.0793646804275614,"FULL",0.6,13.3333333333333,0.99935761126034,13.3419040222428
"weibull",1.90070553989016,35.0121425372501,0,"relative convergence (4)",3393.15600606716,3393.4350758346,0.0296062498698458,46,6,0.99935761126034,0.0793646804275614,"RP",0.7,11.4285714285714,0.0793646804275614,144.000723835871
"weibull",1.90070553989016,35.0121425372501,0,"relative convergence (4)",3393.15600606716,3393.4350758346,0.0296062498698458,46,6,0.99935761126034,0.0793646804275614,"RP",0.9,16.6666666666667,0.0793646804275614,210.001055593979
"norm",51.6978344833899,19.8941462831809,0,"relative convergence (4)",8214.84547130521,8215.09547130521,0.0265247372244577,51,7,0.987728345784175,0.0290067750059921,"FULL",0.4,32.5,0.987728345784175,32.9037838578964
