"distn","param1","param2","code","message","aic","aicc","n","plotType","piHat","rep","AC","nHat"
"weibull",1.5283092060072,42.7504332925705,0,"relative convergence (4)",1270.96403493175,1271.04974921746,143,"FULL",0.4,32,0.974387837561364,366.897026234162
"llog",0.428151660834956,3.48196918332508,0,"relative convergence (4)",818.57167937554,818.703547507408,94,"FULL",0.6,32,0.932350687254693,168.034055005603
"llog",0.471947591136866,3.41116896017127,0,"relative convergence (4)",1220.44939286613,1220.51835838338,177,"RP",0.7,32,0.0741856273838407,3408.43842364297
"gamma",2.1544210539668,0.0535131318087417,0,"relative convergence (4)",748.890294574901,749.004580289187,108,"RP",0.9,32,0.0697031584950093,1721.586260809
"weibull",1.51970400262504,40.0020013501076,0,"relative convergence (4)",1172.47807878922,1172.57038648153,133,"FULL",0.4,33,0.982128647326941,338.550352751613
"gamma",1.88800427523772,0.0477781368908133,0,"relative convergence (4)",771.948851563939,772.091708706796,87,"FULL",0.6,33,0.958346806551728,151.302220666578
"gamma",2.52998297125827,0.0779421321171801,0,"relative convergence (4)",1092.91695776278,1092.9938808397,159,"RP",0.7,33,0.0772477145840295,2940.4476024436
"gamma",2.09283321674855,0.0442209908925291,0,"relative convergence (4)",748.894302277042,749.016751256634,101,"RP",0.9,33,0.0583443766544083,1923.44538852388
"llog",0.53656068246829,3.63892083112055,0,"relative convergence (4)",1193.47008401178,1193.56168706521,134,"FULL",0.4,34,0.858248757101078,390.329723437684
"norm",30.5685304593489,22.3444327737641,0,"relative convergence (4)",745.640311255986,745.784889569239,86,"FULL",0.6,34,0.913409456590373,156.921227713556
"llog",0.470380929181188,3.43947048559311,0,"relative convergence (4)",1302.81589511738,1302.88219345992,184,"RP",0.7,34,0.0709943314615462,3702.50888269183
"llog",0.450454376241232,3.41560104948666,0,"relative convergence (4)",744.744819695357,744.861324549726,106,"RP",0.9,34,0.0689249845771067,1708.78206938181
"gamma",1.89392026967605,0.0466825422293594,0,"relative convergence (4)",1110.42692808248,1110.52528873822,125,"FULL",0.4,35,0.953930804166011,327.591895172321
"weibull",1.64095330707537,43.7597025402474,0,"relative convergence (4)",791.111484661135,791.251019544856,89,"FULL",0.6,35,0.979376556715913,151.456896038773
"llog",0.498336131426456,3.49824799901654,0,"relative convergence (4)",1201.90162831716,1201.97263423432,172,"RP",0.7,35,0.0714070873171716,3441.03498610561
"weibull",1.88423173782011,34.3057069727454,0,"relative convergence (4)",700.06646530154,700.185277182728,104,"RP",0.9,35,0.0825758719911077,1399.38644024249
"llog",0.494407270290988,3.49332534984519,0,"relative convergence (4)",1183.81821836612,1183.90912745703,135,"FULL",0.4,36,0.904550776496484,373.113382652999
"llog",0.442842404353045,3.39633996952339,0,"relative convergence (4)",631.310838613195,631.482267184623,73,"FULL",0.6,36,0.938757020768429,129.604001860966
"gamma",2.35940078181329,0.0670041588415872,0,"relative convergence (4)",1203.3816910391,1203.45145848096,175,"RP",0.7,36,0.0747858437508808,3342.87864469077
"llog",0.505629467611653,3.33174700201103,0,"relative convergence (4)",560.563412157564,560.707990470817,86,"RP",0.9,36,0.0913136531927367,1046.45419621823
"llog",0.481082559435229,3.52997548536096,0,"relative convergence (4)",1364.22770168892,1364.30664905735,155,"FULL",0.4,37,0.903344284534418,428.961589323297
"weibull",1.77676586001171,47.6467654790037,0,"relative convergence (4)",795.853142863703,795.992677747424,89,"FULL",0.6,37,0.976079287898526,151.968528758244
"gamma",2.43308289972612,0.0709291774801453,0,"relative convergence (4)",1286.68870603745,1286.75427980794,186,"RP",0.7,37,0.0747931295904126,3552.65633580797
"gamma",1.90576519318195,0.0353992684148108,0,"relative convergence (4)",667.164612336138,667.300975972501,91,"RP",0.9,37,0.0560600270069773,1803.6222333344
"llog",0.439025000335517,3.48513165687089,0,"relative convergence (4)",1320.95495811733,1321.03549503008,152,"FULL",0.4,38,0.927653776712211,409.635587693929
"weibull",1.61814056806855,43.2071680509955,0,"relative convergence (4)",835.153146407872,835.28501453974,94,"FULL",0.6,38,0.979512931000331,159.943438936197
"weibull",1.76465391665679,40.8446599407653,0,"relative convergence (4)",1081.24920951015,1081.32815687857,155,"RP",0.7,38,0.0734128245731378,3016.21103282809
"gamma",1.84378156144556,0.0396302246805019,0,"relative convergence (4)",663.870439038129,663.998098612597,97,"RP",0.9,38,0.0708277732052036,1521.68807376623
"gamma",2.06556835911364,0.0452926470022494,0,"relative convergence (4)",1192.23046186581,1192.32276955812,133,"FULL",0.4,39,0.935114123462854,355.571573198689
"weibull",1.74083094967191,42.1491597038017,0,"relative convergence (4)",748.549622426866,748.69596389028,85,"FULL",0.6,39,0.988887152081657,143.25867857465
"llog",0.495158304510589,3.52048053409681,0,"X-convergence (3)",1286.40916169984,1286.47546004238,184,"RP",0.7,39,0.0686219604200002,3830.5105428106
"gamma",1.88861911117804,0.0378682296061351,0,"relative convergence (4)",614.948647045323,615.089823515911,88,"RP",0.9,39,0.0626958706834886,1559.55690082678
"weibull",1.66172649507969,49.9086355809712,0,"relative convergence (4)",1188.48782420503,1188.58084746084,132,"FULL",0.4,40,0.958146503189493,344.414970885445
"weibull",1.79152470591763,40.0841572390308,0,"relative convergence (4)",748.838664927927,748.98324324118,86,"FULL",0.6,40,0.994164530068057,144.174660228042
"gamma",2.2866711847557,0.0576039843903023,0,"relative convergence (4)",1109.35213411624,1109.43005619416,157,"RP",0.7,40,0.0659464205765216,3401.0293860523
"gamma",2.72204939871516,0.0950054062772791,0,"relative convergence (4)",568.992910831639,569.141058979788,84,"RP",0.9,40,0.085155816762114,1096.03004095496
"llog",0.488560371619646,3.58166579693255,0,"relative convergence (4)",1071.02536599004,1071.1270609053,121,"FULL",0.4,41,0.890410344849326,339.731003519718
"llog",0.443858402087228,3.46029383053939,0,"relative convergence (4)",912.362871475364,912.480518534188,105,"FULL",0.6,41,0.929522201620962,188.26876829281
"gamma",2.3490252714662,0.0670150771462036,0,"relative convergence (4)",1067.00336132134,1067.08230868976,155,"RP",0.7,41,0.0756481327306974,2927.08575130127
"weibull",1.95145055664182,30.9343428292465,0,"relative convergence (4)",739.202905792666,739.315055325376,110,"RP",0.9,41,0.089620912808172,1363.7689953441
"gamma",2.70402659291168,0.0777632228011436,0,"relative convergence (4)",1125.4938161715,1125.5875661715,131,"FULL",0.4,42,0.988951978692783,331.15864779693
"gamma",2.01231366694513,0.0469124594027307,0,"relative convergence (4)",813.049146842993,813.185510479356,91,"FULL",0.6,42,0.946921471379506,160.168156759307
"gamma",2.52791752341559,0.0757765157124674,0,"relative convergence (4)",1256.05468686618,1256.12210259652,181,"RP",0.7,42,0.0744082262233211,3475.03820068737
"gamma",2.36810293352573,0.0757029156109433,0,"relative convergence (4)",641.445830354965,641.573489929433,97,"RP",0.9,42,0.0876272016803023,1229.95800061027
"weibull",1.77605865975612,41.3348459959334,0,"relative convergence (4)",1181.1420662375,1181.23297532841,135,"FULL",0.4,43,0.99178874455815,340.294242954288
"gamma",2.13308899976879,0.0575978015142156,0,"relative convergence (4)",789.844826310273,789.982757344756,90,"FULL",0.6,43,0.974131914941927,153.983251856544
"gamma",2.18735924870769,0.0539321006451574,0,"relative convergence (4)",1148.11861524711,1148.1931494086,164,"RP",0.7,43,0.0677120332419576,3460.03070751891
"gamma",2.34318096334596,0.0653323222369989,0,"relative convergence (4)",688.499768886012,688.624768886012,99,"RP",0.9,43,0.0735248001446295,1496.09383206239
"llog",0.480833125097917,3.49407042010559,0,"relative convergence (4)",1279.82610751803,1279.91002360194,146,"FULL",0.4,44,0.909765941094104,401.202093321985
"gamma",2.49922805865956,0.0591896300232508,0,"relative convergence (4)",789.398754296846,789.538289180567,89,"FULL",0.6,44,0.962958473120655,154.039179750535
"gamma",2.32529900249049,0.0665709810024352,0,"relative convergence (4)",1320.30217020318,1320.36634132617,190,"RP",0.7,44,0.0769270454181428,3528.38939742454
"gamma",2.48893036431616,0.0694155162773975,0,"relative convergence (4)",654.903079331613,655.037910792287,92,"RP",0.9,44,0.0684987724844944,1492.32195723451
"gamma",2.12632585919759,0.0549779901089369,0,"relative convergence (4)",1163.05919843933,1163.15222169514,132,"FULL",0.4,45,0.968151884913148,340.855608652359
"weibull",1.80642836236864,42.3184717360922,0,"relative convergence (4)",825.583068566115,825.714936697983,94,"FULL",0.6,45,0.991152909492069,158.065082759988
"gamma",2.35130839158021,0.0633693848347731,0,"relative convergence (4)",1332.26658504841,1332.33110117745,189,"RP",0.7,45,0.0698934278986849,3863.02415144644
